,Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
1786,S30640400011,02/09/2016,2592,Hy-Vee Drugstore / Marshalltown,1712 S CENTER  ST,MARSHALLTOWN,50158,POINT (-92.91250500000001 42.027531),64.0,Marshall,1032200.0,IMPORTED VODKA - MISC,370,Pernod Ricard USA/Austin Nichols,34030,Absolut Citron (lemon Vodka),12,750,11.49,17.24,2,34.48,1.5,0.4
1787,S30652600030,02/10/2016,4004,Wal-Mart 4256 / Ames,534 S DUFF AVE,AMES,50010,POINT (-93.610343 42.017115),85.0,Story,1022100.0,TEQUILA,395,Proximo,89198,Jose Cuervo Especial Reposado Tequila,6,1750,20.25,30.38,6,182.28,10.5,2.77
1788,S30682400080,02/10/2016,2611,Hy-Vee Drugstore / Ottumwa,1140 NORTH JEFFERSON ST,OTTUMWA,52501,POINT (-92.401538 41.026754000000004),90.0,Wapello,1031080.0,VODKA 80 PROOF,260,Diageo Americas,37414,Popov Vodka 80 Prf,24,375,3.0,4.5,6,27.0,2.25,0.59
1789,S30776500086,02/17/2016,3723,J D Spirits Liquor,1023  9TH ST,ONAWA,51040,POINT (-96.095845 42.025841),67.0,Monona,1062200.0,PUERTO RICO & VIRGIN ISLANDS RUM,35,"Bacardi U.S.A., Inc.",43037,Bacardi Gold Rum,12,1000,9.5,14.25,1,14.25,1.0,0.26
1790,S30658900075,02/10/2016,3723,J D Spirits Liquor,1023  9TH ST,ONAWA,51040,POINT (-96.095845 42.025841),67.0,Monona,1031080.0,VODKA 80 PROOF,260,Diageo Americas,37417,Popov Vodka 80 Prf,12,1000,5.5,8.25,12,99.0,12.0,3.17
1791,S30715900030,02/15/2016,4892,Sara Mini Mart,1026 W RIVER DR,DAVENPORT,52802,POINT (-90.588375 41.520158),82.0,Scott,1041100.0,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32233,Seagrams Extra Dry Gin,48,200,1.99,2.99,5,14.95,1.0,0.26
1792,S30774600015,02/16/2016,2508,Hy-Vee Food Store #1 / Cedar Rapids,"1843 JOHNSON AVENUE, N.W.",CEDAR RAPIDS,52405,POINT (-91.697941 41.97447),57.0,Linn,1022100.0,TEQUILA,35,"Bacardi U.S.A., Inc.",89121,Cazadores Reposado,12,750,17.5,26.25,1,26.25,0.75,0.2
1793,S30744700045,02/16/2016,3592,Wal-Mart 0886 / Fort Dodge,3036 1ST AVE SOUTH,FORT DODGE,50501,POINT (-94.153456 42.505334),42.0,Hardin,1031100.0,100 PROOF VODKA,301,Fifth Generation Inc.,38178,Titos Handmade Vodka,6,1750,18.52,27.78,6,166.68,10.5,2.77
1794,S30729100007,02/15/2016,4607,Casey's General Store #1024 / Gutten,"1131, S HWY 52",GUTTENBERG,52052,POINT (-91.100516 42.772826),22.0,Clayton,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64866,Fireball Cinnamon Whiskey,12,750,8.98,13.47,6,80.82,4.5,1.19
1795,S30682100015,02/10/2016,4073,"Uptown Liquor, Llc",306 HWY 69 SOUTH,FOREST CITY,50436,POINT (-93.633306 43.261538),95.0,Winnebago,1042100.0,IMPORTED DRY GINS,35,"Bacardi U.S.A., Inc.",28238,Bombay Sapphire Gin,6,1750,26.5,39.75,6,238.5,10.5,2.77
1796,S30738700003,02/15/2016,3952,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,POINT (-90.48065 41.529655),82.0,Scott,1012300.0,IRISH WHISKIES,395,Proximo,15777,Bushmills Irish Whiskey,12,1000,16.75,25.13,1,25.13,1.0,0.26
1797,S30722400014,02/16/2016,4733,Walgreens #03773 / Urbandale,4600 86th ST,URBANDALE,50322,POINT (-93.736543 41.644387),77.0,Polk,1032080.0,IMPORTED VODKA,370,Pernod Ricard USA/Austin Nichols,34006,Absolut Swedish Vodka 80 Prf,12,750,11.49,17.24,12,206.88,9.0,2.38
1798,S30744500013,02/16/2016,3981,Wal-Mart 1152 / Sioux Center,255 16TH ST SW,SIOUX CENTER,51250,POINT (-96.179835 43.060881),84.0,Sioux,1011300.0,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26826,Jack Daniels Old #7 Black Lbl,12,750,15.07,22.61,12,271.32,9.0,2.38
1799,S30726800019,02/17/2016,5135,Fareway Stores #155 / Huxley,911 HWY 69,HUXLEY,50124,,85.0,Story,1012200.0,SCOTCH WHISKIES,260,Diageo Americas,5290,J & B Rare Scotch,12,750,12.25,18.38,2,36.76,1.5,0.4
1800,S30738100020,02/15/2016,2650,Hy-Vee Wine and Spirits / Harlan,1808 23RD ST,HARLAN,51537,POINT (-95.339881 41.650658),83.0,Shelby,1012100.0,CANADIAN WHISKIES,65,Jim Beam Brands,10628,Canadian Club Whisky,6,1750,15.75,23.63,6,141.78,10.5,2.77
1801,S30670200095,02/10/2016,4509,A J'S LIQUOR II,2515 CHAMBERLAIN,AMES,50010,POINT (-93.650838 42.021461),85.0,Story,1031200.0,VODKA FLAVORED,205,E AND J GALLO WINERY,40599,New Amsterdam Red Berry,12,750,6.9,10.35,12,124.2,9.0,2.38
1802,S30776300087,02/17/2016,2543,Hy-Vee Food Store #1 / Ottumwa,1025 NORTH QUINCY AVE,OTTUWMA,52501,POINT (-92.438463 41.01558),90.0,Wapello,1081030.0,COFFEE LIQUEURS,370,Pernod Ricard USA/Austin Nichols,67524,Kahlua Coffee Liqueur,24,375,6.49,9.74,2,19.48,0.75,0.2
1803,S30738700010,02/15/2016,3952,Lot-A-Spirits,3780 STATE ST,BETTENDORF,52722,POINT (-90.48065 41.529655),82.0,Scott,1022100.0,TEQUILA,85,Brown-Forman Corporation,3657,Herradura Gold Reposado 6pak,6,750,23.58,35.37,2,70.74,1.5,0.4
1804,S30844300008,02/22/2016,5001,The Music Station / Independence,709 FIRST ST W,INDEPENDENCE,50644,POINT (-91.901687 42.468633),10.0,Buchanan,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11588,Black Velvet Reserve,6,1750,12.99,19.49,12,233.88,21.0,5.55
1805,S30824500043,02/23/2016,3477,Sam's Club 6472 / Council Bluffs,3221 MANAWA CENTRE DR,COUNCIL BLUFFS,51501,POINT (-95.847163 41.225208),78.0,Pottawattamie,1062310.0,SPICED RUM,259,Heaven Hill Brands,43027,Admiral Nelson Spiced Rum,12,1000,7.28,10.92,12,131.04,12.0,3.17
1806,S30819900007,02/18/2016,2152,Dugans Supermarket,202 4TH NORTH,ROCKWELL,50469,POINT (-93.188172 42.986351000000006),17.0,Cerro Gordo,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19477,Maker's Mark,12,1000,22.04,33.06,1,33.06,1.0,0.26
1807,S30833600025,02/24/2016,3723,J D Spirits Liquor,1023  9TH ST,ONAWA,51040,POINT (-96.095845 42.025841),67.0,Monona,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11788,Black Velvet,6,1750,9.7,14.93,12,179.16,21.0,5.55
1808,S30841000022,02/22/2016,3868,Wal-Mart 3630 / Marion,5491 BUSINESS HWY 151,MARION,52302,,57.0,Linn,1031080.0,VODKA 80 PROOF,205,E AND J GALLO WINERY,36969,New Amsterdam Vodka,12,750,6.9,10.35,12,124.2,9.0,2.38
1809,S30810300043,02/18/2016,5125,Cash Saver  /  E Euclid Ave,1320 E  EUCLID AVE,DES MOINES,50316,POINT (-93.602851 41.627778),77.0,Polk,1011100.0,BLENDED WHISKIES,297,Laird And Company,23826,Five Star,12,750,3.46,5.19,12,62.28,9.0,2.38
1810,S30799400136,02/18/2016,2635,Hy-Vee #4 / Davenport,4064 E 53RD ST,DAVENPORT,52807,POINT (-90.513769 41.574973),82.0,Scott,1012210.0,SINGLE MALT SCOTCH,65,Jim Beam Brands,4636,Bowmore 12 Yr Single Malt Scotch,6,750,26.24,39.36,3,118.08,2.25,0.59
1811,S30898000010,02/23/2016,4344,Spirits / Grimes,109 EAST 1ST ST STE B,GRIMES,50111,POINT (-93.793827 41.68840000000001),77.0,Polk,1051010.0,AMERICAN GRAPE BRANDIES,115,"Constellation Wine Company, Inc.",53214,Paul Masson Grande Amber Brandy,24,375,3.22,4.83,3,14.49,1.12,0.3
1812,S30849700001,02/23/2016,4193,Hartley Wine And Spirits,361  3RD ST NW,HARTLEY,51346,POINT (-95.482442 43.184882),71.0,O'Brien,1031100.0,100 PROOF VODKA,297,Laird And Company,35918,Five O'clock Vodka,6,1750,7.2,10.8,6,64.8,10.5,2.77
1813,S30804500061,02/17/2016,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,POINT (-91.53046300000001 41.642764),52.0,Johnson,1081330.0,PEACH SCHNAPPS,65,Jim Beam Brands,82847,Dekuyper Peachtree,12,1000,7.87,11.81,12,141.72,12.0,3.17
1814,S30784500033,02/17/2016,2566,Hy-Vee Food Store / Knoxville,813 N LINCOLN STE 1,KNOXVILLE,50138,,63.0,Marion,1031080.0,VODKA 80 PROOF,260,Diageo Americas,37993,Smirnoff Vodka 80 Prf,48,200,2.54,3.81,3,11.43,0.6,0.16
1815,S30826300011,02/23/2016,4634,Kwik Shop #565 / Cedar Rapids,"4201, CENTER POINT RD NE",CEDAR RAPIDS,52402,POINT (-91.665659 42.021931),57.0,Linn,1011100.0,BLENDED WHISKIES,65,Jim Beam Brands,27680,Jim Beam Kentucky Fire Mini,12,500,4.7,7.05,2,14.1,1.0,0.26
1816,S30785000029,02/18/2016,3920,Smokin' Joe's #11 Tobacco and Liquor,1606 CAMANCHE AVE,CLINTON,52732,POINT (-90.204748 41.827845),23.0,Clinton,1082900.0,MISC. IMPORTED CORDIALS & LIQUEURS,192,Sidney Frank Importing Co.,65254,Jagermeister Liqueur,24,375,6.52,9.78,2,19.56,0.75,0.2
1817,S30857600011,02/23/2016,4956,The Cooler,"4920, JOHNSON AVE NW",CEDAR RAPIDS,52405,POINT (-91.734311 41.967997),57.0,Linn,1081380.0,MISCELLANEOUS SCHNAPPS,55,Sazerac North America,84166,99 Blackberries,12,750,7.8,11.7,3,35.1,2.25,0.59
1818,S30901300039,02/24/2016,3980,Wal-Mart 1721 / Iowa City,919 HWY 1 WEST,IOWA CITY,52246,POINT (-91.552125 41.646646),52.0,Johnson,1011300.0,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26827,Jack Daniels Old #7 Black Lbl,12,1000,18.38,27.57,12,330.84,12.0,3.17
1819,S30816500185,02/18/2016,2561,Hy-Vee Food Store / Fleur / DSM,4605 FLEUR DRIVE,DES MOINES,50321,POINT (-93.64494300000001 41.542748),77.0,Polk,1081240.0,GREEN CREME DE MENTHE,434,Luxco-St Louis,79336,Paramount Creme De Menthe/green,12,750,4.75,7.13,1,7.13,0.75,0.2
1820,S30903300028,02/24/2016,2621,Hy-Vee Food Store #3 / Sioux City,3301 GORDON DR,SIOUX CITY,51105,POINT (-96.364108 42.487752),97.0,Woodbury,1071100.0,AMERICAN COCKTAILS,395,Proximo,58868,Jose Cuervo Authentic Strawberry Margarita,6,1750,8.2,12.3,6,73.8,10.5,2.77
1821,S30994300001,03/02/2016,4723,Walgreens #10557 / Cedar Falls,2509 WHITETAIL DR,CEDAR FALLS,50613,POINT (-92.476153 42.540389),7.0,Black Hawk,1022100.0,TEQUILA,410,The Patron Spirits Company,88296,Patron Tequila Silver,12,750,27.0,40.5,12,486.0,9.0,2.38
1822,S30998400015,03/01/2016,4986,218 Fuel Express & Chubby's Liquor,68 MONROE ST,FLOYD,50435,POINT (-92.73738 43.122076),34.0,Floyd,1052010.0,IMPORTED GRAPE BRANDIES,420,"Moet Hennessy USA, Inc.",48105,Hennessy VS,12,375,9.99,14.99,2,29.98,0.75,0.2
1823,S30915700030,02/24/2016,3986,Siouxland Beverage,1203 5 ST,SIOUX CITY,51101,POINT (-96.394671 42.495324),97.0,Woodbury,1031080.0,VODKA 80 PROOF,260,Diageo Americas,37991,Smirnoff Vodka 80 Prf Mini,12,500,7.47,11.21,12,134.52,6.0,1.59
1824,S30998500054,03/01/2016,3728,Brewski's Beverage,726 CREEK TOP,COUNCIL BLUFFS,51503,POINT (-95.854809 41.262316),78.0,Pottawattamie,1012100.0,CANADIAN WHISKIES,260,Diageo Americas,10807,Crown Royal Regal Apple,12,750,15.0,22.5,1,22.5,0.75,0.2
1825,S30946200179,02/25/2016,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77.0,Polk,1081300.0,PEPPERMINT SCHNAPPS,322,Prestige Wine and Spirits Group,75211,Kinky Liqueur,12,750,10.0,15.0,12,180.0,9.0,2.38
1826,S30934700020,02/29/2016,4476,Bucky's Express #16 / Council Bluffs,15 NORTH 16TH ST,COUNCIL BLUFFS,51501,POINT (-95.867464 41.262352),78.0,Pottawattamie,1031080.0,VODKA 80 PROOF,300,Mccormick Distilling Company,36901,McCormick Vodka Mini,6,500,4.67,7.01,3,21.03,1.5,0.4
1827,S30973800041,02/29/2016,2662,Hy-Vee Wine & Spirits / Muscatine,"522 MULBERRY, SUITE A",MUSCATINE,52761,POINT (-91.04437 41.426615),70.0,Muscatine,1031080.0,VODKA 80 PROOF,260,Diageo Americas,37991,Smirnoff Vodka 80 Prf Mini,12,500,7.47,11.21,1,11.21,0.5,0.13
1828,S30984100011,03/07/2016,4283,Guppys On The Go,680 LINDALE DR,MARION,52302,POINT (-91.621476 42.033645),57.0,Linn,1062300.0,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43136,Bacardi Limon,12,750,8.26,12.39,1,12.39,0.75,0.2
1829,S30951600013,02/29/2016,4849,C Fresh Market,"801, UNIVERSITY AVE",DES MOINES,50314,POINT (-93.627851 41.600826),77.0,Polk,1031080.0,VODKA 80 PROOF,434,Luxco-St Louis,36301,Hawkeye Vodka 80 Prf Mini,12,500,4.13,6.2,4,24.8,2.0,0.53
1830,S30948100103,02/25/2016,2515,Hy-Vee Food Store #1 / Mason City,2400 4TH ST SW,MASON CITY,50401,POINT (-93.235588 43.148451),17.0,Cerro Gordo,1081300.0,PEPPERMINT SCHNAPPS,380,Phillips Beverage Company,83370,Ice Hole Mint Schnapps,12,750,5.15,7.73,2,15.46,1.5,0.4
1831,S30991700075,03/01/2016,2624,Hy-Vee #2 / Dubuque,2395 NW ARTERIAL RD,DUBUQUE,52002,POINT (-90.741064 42.516633),31.0,Dubuque,1012210.0,SINGLE MALT SCOTCH,240,"WILLIAM GRANT AND SONS, INC.",4356,Balvenie 12yr Doublewood Single Malt Scotch,12,750,34.59,51.89,2,103.78,1.5,0.4
1832,S30970500003,02/29/2016,5226,KC Brothers,"214, MYRTLE ST",DAVENPORT,52802,POINT (-90.589149 41.521586),,,1031080.0,VODKA 80 PROOF,300,Mccormick Distilling Company,36908,Mccormick Vodka Pet,6,1750,7.47,11.21,6,67.26,10.5,2.77
1833,S31108900045,03/07/2016,4164,Expo Mart / Bettendorf,1810 STATE ST,BETTENDORF,52722,POINT (-90.506775 41.525308),82.0,Scott,1011300.0,TENNESSEE WHISKIES,85,Brown-Forman Corporation,26821,Jack Daniels Old #7 Black Lbl Mini,12,500,9.06,13.59,3,40.77,1.5,0.4
1834,S31055200002,03/03/2016,4648,Prime Mart / Broadway Waterloo,508 BROADWAY ST,WATERLOO,50703,POINT (-92.345104 42.510573),7.0,Black Hawk,1071100.0,AMERICAN COCKTAILS,395,Proximo,58877,Jose Cuervo Golden Strawberry Margarita,6,1750,10.49,15.74,2,31.48,3.5,0.92
1835,S31114800004,03/08/2016,4255,FAREWAY STORES #058 / ORANGE CITY,512  8TH SE,ORANGE CITY,51041,,84.0,Sioux,1011100.0,BLENDED WHISKIES,260,Diageo Americas,25607,Seagrams 7 Crown Bl Whiskey,12,1000,8.0,12.0,12,144.0,12.0,3.17
1836,S31131900002,03/09/2016,2840,CVS Pharmacy #8633 / Bettendorf,2002 SPRUCE HILLS DR,BETTENDORF,52722,POINT (-90.503814 41.550134),82.0,Scott,1011100.0,BLENDED WHISKIES,65,Jim Beam Brands,24458,Kessler Blend Whiskey,6,1750,11.02,16.53,6,99.18,10.5,2.77
1837,S31064300009,03/03/2016,2612,Hy-Vee Store / Perry,1215  141 ST,PERRY,50220,POINT (-94.104501 41.830292),25.0,Dallas,1011200.0,STRAIGHT BOURBON WHISKIES,125,"Cedar Ridge Vineyards,LLC",17206,Cedar Ridge Bourbon,6,750,18.1,27.15,6,162.9,4.5,1.19
1838,S31074700017,03/09/2016,4635,Kwik Shop #563 / Cedar Rapids,1001 1st AVE SW,CEDAR RAPIDS,52405,POINT (-91.684707 41.972397),57.0,Linn,1031200.0,VODKA FLAVORED,380,Phillips Beverage Company,41601,Uv Blue (raspberry) Vodka,12,375,3.45,5.18,10,51.8,3.75,0.99
1839,S31056300029,03/03/2016,5106,Barnes Food Land,622 10TH  ST,DEWITT,52742,POINT (-90.540132 41.825139),23.0,Clinton,1031080.0,VODKA 80 PROOF,55,Sazerac North America,35318,Barton Vodka,6,1750,6.92,10.38,6,62.28,10.5,2.77
1840,S31040400093,03/02/2016,2622,Hy-Vee Food Store / Iowa City,1125 N DODGE ST,IOWA CITY,52240,POINT (-91.518868 41.676095),52.0,Johnson,1012300.0,IRISH WHISKIES,240,"WILLIAM GRANT AND SONS, INC.",15940,Tullamore Dew Irish Whisky,12,750,15.0,22.5,12,270.0,9.0,2.38
1841,S31028800094,03/02/2016,2572,Hy-Vee Food Store / Cedar Falls,6301 UNIVERSITY,CEDAR FALLS,50613,POINT (-92.435236 42.512789),7.0,Black Hawk,1041100.0,AMERICAN DRY GINS,259,Heaven Hill Brands,29566,Burnett's Gin London Dry,12,750,5.38,8.07,2,16.14,1.5,0.4
1842,S31028800159,03/02/2016,2572,Hy-Vee Food Store / Cedar Falls,6301 UNIVERSITY,CEDAR FALLS,50613,POINT (-92.435236 42.512789),7.0,Black Hawk,1031080.0,VODKA 80 PROOF,205,E AND J GALLO WINERY,36969,New Amsterdam Vodka,12,750,6.9,10.35,5,51.75,3.75,0.99
1843,S31097600086,03/07/2016,2643,Hy-Vee Wine and Spirits / Waterloo,2126 KIMBALL AVE,WATERLOO,50701,,7.0,Black Hawk,1031080.0,VODKA 80 PROOF,300,Mccormick Distilling Company,36904,Mccormick Vodka Pet,24,375,1.8,2.7,2,5.4,0.75,0.2
1844,S31080000035,03/07/2016,5054,Cork 'N Bottle / Manchester,900 E MAIN ST,MANCHESTER,52087,POINT (-91.445038 42.484073),28.0,Delaware,1031080.0,VODKA 80 PROOF,297,Laird And Company,35918,Five O'clock Vodka,6,1750,7.2,10.8,6,64.8,10.5,2.77
1845,S31082200013,03/07/2016,5001,The Music Station / Independence,709 FIRST ST W,INDEPENDENCE,50644,POINT (-91.901687 42.468633),10.0,Buchanan,1012100.0,CANADIAN WHISKIES,260,Diageo Americas,10807,Crown Royal Regal Apple,12,750,15.0,22.5,2,45.0,1.5,0.4
1846,S31134700063,03/08/2016,5176,Smokin' Joe's #15 Tobacco & Liquor O,"455, EDGEWOOD RD NW",CEDAR RAPIDS,52405,POINT (-91.715903 41.97805),57.0,Linn,1031200.0,VODKA FLAVORED,205,E AND J GALLO WINERY,40599,New Amsterdam Red Berry,12,750,6.9,10.35,2,20.7,1.5,0.4
1847,S31104700103,03/07/2016,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,POINT (-91.53046300000001 41.642764),52.0,Johnson,1062300.0,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43197,Bacardi Torched Cherry,12,750,8.26,12.39,12,148.68,9.0,2.38
1848,S31097000126,03/07/2016,2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,POINT (-91.035138 41.451349),70.0,Muscatine,1062300.0,FLAVORED RUM,35,"Bacardi U.S.A., Inc.",43138,Bacardi Limon,6,1750,15.0,22.5,6,135.0,10.5,2.77
1849,S31113400060,03/08/2016,4209,Wal-Mart 5748 / Grimes,2150 EAST 1ST ST,GRIMES,50111,POINT (-93.771698 41.688332),77.0,Polk,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64868,Fireball Cinnamon Whiskey,6,1750,15.33,23.0,12,276.0,21.0,5.55
1850,S31022500007,03/02/2016,3772,Shop N Save #1 / Mlk Pkwy,2127 M L KING JR PKWY,DES MOINES,50314,,77.0,Polk,1051010.0,AMERICAN GRAPE BRANDIES,259,Heaven Hill Brands,52312,Christian Bros Brandy,24,200,1.96,2.94,24,70.56,4.8,1.27
1851,S31104900026,03/07/2016,2613,Hy-Vee Food Store #1 / Council Bluff,2323 W BROADWAY,COUNCIL BLUFFS,51501,POINT (-95.879662 41.261925),78.0,Pottawattamie,1031080.0,VODKA 80 PROOF,55,Sazerac North America,35318,Barton Vodka,6,1750,6.92,10.38,24,249.12,42.0,11.1
1852,S31025500018,03/02/2016,2543,Hy-Vee Food Store #1 / Ottumwa,1025 NORTH QUINCY AVE,OTTUWMA,52501,POINT (-92.438463 41.01558),90.0,Wapello,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",11773,Black Velvet,48,200,1.56,2.34,24,56.16,4.8,1.27
1853,S31031400216,03/03/2016,5220,Liquor Tobacco & Grocery / Mason Cit,"2771, 4th ST SW",MASON CITY,50401,POINT (-93.241914 43.148282),,,1011200.0,STRAIGHT BOURBON WHISKIES,259,Heaven Hill Brands,73715,Evan Williams Cherry Reserve,12,750,7.94,11.91,2,23.82,1.5,0.4
1854,S31056900065,03/03/2016,2564,Hy-Vee Food Store #4 / Waterloo,4000 UNIVERSITY,WATERLOO,50701,POINT (-92.403843 42.505197),7.0,Black Hawk,1041100.0,AMERICAN DRY GINS,370,Pernod Ricard USA/Austin Nichols,32237,Seagrams Extra Dry Gin,12,1000,7.49,11.24,12,134.88,12.0,3.17
1855,S31097000015,03/07/2016,2573,Hy-Vee Food Store / Muscatine,2400 2ND AVE,MUSCATINE,52761,POINT (-91.035138 41.451349),70.0,Muscatine,1012100.0,CANADIAN WHISKIES,65,Jim Beam Brands,10627,Canadian Club Whisky,12,1000,9.71,14.57,12,174.84,12.0,3.17
1856,S31031300026,03/02/2016,5131,Oasis,"1401, BUCHANAN ST",DES MOINES,50316,POINT (-93.599362 41.59878),77.0,Polk,1052010.0,IMPORTED GRAPE BRANDIES,389,REMY COINTREAU USA         .,66293,Remy Martin V,12,375,8.35,12.53,3,37.59,1.12,0.3
1857,S31063600169,03/03/2016,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77.0,Polk,1081030.0,COFFEE LIQUEURS,370,Pernod Ricard USA/Austin Nichols,67527,Kahlua Coffee Liqueur,12,1000,15.49,23.24,36,836.64,36.0,9.51
1858,S31076300008,03/08/2016,4730,Walgreens #05944 / Johnston,6200 MERLE HAY RD,JOHNSTON,50131,POINT (-93.697684 41.673355),77.0,Polk,1071100.0,AMERICAN COCKTAILS,395,Proximo,58890,Jose Cuervo Authentic Strawberry Lime Margarita 4pk Cans,6,800,3.88,5.82,6,34.92,4.8,1.27
1859,S31229300006,03/14/2016,3400,Last Stop Beverage Shop,2839 E. UNIVERSITY,DES MOINES,50317,POINT (-93.561517 41.600476),77.0,Polk,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10555,Black Velvet Toasted Caramel,24,375,3.07,4.61,24,110.64,9.0,2.38
1860,S31149300042,03/09/2016,2290,Al's Liquors Unlimited,215 WEST MILWAUKEE,STORM LAKE,50588,POINT (-95.202405 42.647492),11.0,Buena Vista,1052010.0,IMPORTED GRAPE BRANDIES,420,"Moet Hennessy USA, Inc.",48106,Hennessy Vs Cognac,12,750,18.99,28.49,12,341.88,9.0,2.38
1861,S31203300001,03/14/2016,2514,Hy-Vee Drugstore / Marion,2790 7TH AVENUE,MARION,50129,POINT (-91.582229 42.033186),57.0,Linn,1012100.0,CANADIAN WHISKIES,115,"Constellation Wine Company, Inc.",10548,Black Velvet Toasted Caramel,6,1750,12.99,19.49,6,116.94,10.5,2.77
1862,S31210000022,03/14/2016,2460,"Liquor Barn, Inc.",721 CENTRAL AVENUE WEST,HAMPTON,50441,POINT (-93.21693 42.741728),,,1081300.0,PEPPERMINT SCHNAPPS,434,Luxco-St Louis,81206,Paramount Peppermint Schnapps,12,750,3.75,5.63,12,67.56,9.0,2.38
1863,S31219700059,03/14/2016,2538,Hy-Vee Food Store #3 / Waterloo,1422 FLAMMANG DR,WATERLOO,50702,POINT (-92.327917 42.459938),7.0,Black Hawk,1031080.0,VODKA 80 PROOF,380,Phillips Beverage Company,37336,Uv Vodka,12,750,6.5,9.75,12,117.0,9.0,2.38
1864,S31205000137,03/14/2016,2560,Hy-Vee Food Store / Marion,3600 BUSINESS HWY 151 EAST,MARION,52302,,57.0,Linn,1062310.0,SPICED RUM,65,Jim Beam Brands,44308,Calico Jack,6,1750,9.71,14.57,6,87.42,10.5,2.77
1865,S31172000042,03/10/2016,3920,Smokin' Joe's #11 Tobacco and Liquor,1606 CAMANCHE AVE,CLINTON,52732,POINT (-90.204748 41.827845),23.0,Clinton,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19068,Jim Beam,6,1750,20.99,31.49,6,188.94,10.5,2.77
1866,S31173100111,03/10/2016,2616,Hy-Vee Food and Drug / Clinton,901 SOUTH 4TH ST,CLINTON,52732,POINT (-90.193204 41.836268000000004),23.0,Clinton,1012100.0,CANADIAN WHISKIES,65,Jim Beam Brands,15248,Windsor Canadian Pet,6,1750,9.45,14.18,18,255.24,31.5,8.32
1867,S31177700057,03/10/2016,5162,Urbandale Liquor,"6401, DOUGLAS AVE",URBANDALE,50322,POINT (-93.705732 41.629411),77.0,Polk,1031080.0,VODKA 80 PROOF,260,Diageo Americas,37997,Smirnoff Vodka 80 Prf,12,1000,9.25,13.88,3,41.64,3.0,0.79
1868,S31227800019,03/14/2016,2647,Hy-Vee #7 / Cedar Rapids,5050 EDGEWOOD RD,CEDAR RAPIDS,52411,POINT (-91.701581 42.030129),57.0,Linn,1011200.0,STRAIGHT BOURBON WHISKIES,260,Diageo Americas,17090,Bulleit Bourbon 10YR,12,750,23.0,34.5,1,34.5,0.75,0.2
1869,S31207300030,03/14/2016,4984,Fast Ave One Stop,2111 PARK AVE,MUSCATINE,52761,POINT (-91.030306 41.447149),70.0,Muscatine,1081600.0,WHISKEY LIQUEUR,421,"Sazerac Co., Inc.",64870,Fireball Cinnamon,48,100,0.89,1.34,48,64.32,4.8,1.27
1870,S31226300007,03/14/2016,3679,FRANKLIN STREET FLORAL & GIFT,103 FRANKLIN ST,MONONA,52159,POINT (-91.390767 43.055133),22.0,Clayton,1011200.0,STRAIGHT BOURBON WHISKIES,65,Jim Beam Brands,19068,Jim Beam,6,1750,20.99,31.49,3,94.47,5.25,1.39
1871,S31213100034,03/14/2016,4604,Pit Stop Liquors / Newton,"1324, 1st AVE E",NEWTON,50208,POINT (-93.035654 41.699173),50.0,Jasper,1012100.0,CANADIAN WHISKIES,65,Jim Beam Brands,10626,Canadian Club Whisky,12,750,7.88,11.82,1,11.82,0.75,0.2
1872,S31155700010,03/09/2016,3717,The Liquor Stop / Sumner,201 W 1st ST,SUMNER,50674,POINT (-92.09922100000001 42.847479),9.0,Bremer,1031200.0,VODKA FLAVORED,380,Phillips Beverage Company,40411,UV Salty Watermelon,12,750,6.5,9.75,1,9.75,0.75,0.2
