County,Income,Families,Families ME,Year
Marion,"$200,000 or more",254,85,2011-2015
Marshall,"Less than $10,000",327,86,2011-2015
Marshall,"$10,000 to $14,999",217,80,2011-2015
Marshall,"$15,000 to $19,999",187,71,2011-2015
Marshall,"$20,000 to $24,999",409,120,2011-2015
Marshall,"$25,000 to $29,999",505,131,2011-2015
Marshall,"$30,000 to $34,999",493,126,2011-2015
Marshall,"$35,000 to $39,999",622,139,2011-2015
Marshall,"$40,000 to $44,999",504,144,2011-2015
Marshall,"$45,000 to $49,999",439,106,2011-2015
Marshall,"$50,000 to $59,999","1,300",209,2011-2015
Marshall,"$60,000 to $74,999","1,689",204,2011-2015
Marshall,"$75,000 to $99,999","1,669",202,2011-2015
Marshall,"$100,000 to $124,999","1,086",158,2011-2015
Marshall,"$125,000 to $149,999",534,118,2011-2015
Marshall,"$150,000 to $199,999",292,78,2011-2015
Marshall,"$200,000 or more",221,64,2011-2015
Mills,"Less than $10,000",109,54,2011-2015
Mills,"$10,000 to $14,999",56,33,2011-2015
Mills,"$15,000 to $19,999",88,42,2011-2015
Mills,"$20,000 to $24,999",142,67,2011-2015
Mills,"$25,000 to $29,999",165,63,2011-2015
Mills,"$30,000 to $34,999",146,78,2011-2015
Mills,"$35,000 to $39,999",111,37,2011-2015
Mills,"$40,000 to $44,999",154,56,2011-2015
Mills,"$45,000 to $49,999",141,62,2011-2015
Mills,"$50,000 to $59,999",271,79,2011-2015
Mills,"$60,000 to $74,999",497,100,2011-2015
Mills,"$75,000 to $99,999",760,117,2011-2015
Mills,"$100,000 to $124,999",574,110,2011-2015
Mills,"$125,000 to $149,999",391,87,2011-2015
Mills,"$150,000 to $199,999",261,73,2011-2015
Mills,"$200,000 or more",125,42,2011-2015
Mitchell,"Less than $10,000",36,22,2011-2015
Mitchell,"$10,000 to $14,999",77,35,2011-2015
Mitchell,"$15,000 to $19,999",66,38,2011-2015
Mitchell,"$20,000 to $24,999",139,51,2011-2015
Mitchell,"$25,000 to $29,999",151,50,2011-2015
Mitchell,"$30,000 to $34,999",122,56,2011-2015
Mitchell,"$35,000 to $39,999",157,54,2011-2015
Mitchell,"$40,000 to $44,999",149,48,2011-2015
Mitchell,"$45,000 to $49,999",201,72,2011-2015
Mitchell,"$50,000 to $59,999",264,64,2011-2015
Mitchell,"$60,000 to $74,999",383,85,2011-2015
Mitchell,"$75,000 to $99,999",486,88,2011-2015
Mitchell,"$100,000 to $124,999",343,81,2011-2015
Mitchell,"$125,000 to $149,999",137,54,2011-2015
Mitchell,"$150,000 to $199,999",99,44,2011-2015
Mitchell,"$200,000 or more",115,53,2011-2015
Monona,"Less than $10,000",136,66,2011-2015
Monona,"$10,000 to $14,999",47,23,2011-2015
Monona,"$15,000 to $19,999",131,55,2011-2015
Monona,"$20,000 to $24,999",67,24,2011-2015
Monona,"$25,000 to $29,999",122,41,2011-2015
Monona,"$30,000 to $34,999",140,39,2011-2015
Monona,"$35,000 to $39,999",136,47,2011-2015
Monona,"$40,000 to $44,999",199,72,2011-2015
Monona,"$45,000 to $49,999",114,37,2011-2015
Monona,"$50,000 to $59,999",206,54,2011-2015
Monona,"$60,000 to $74,999",317,63,2011-2015
Monona,"$75,000 to $99,999",415,91,2011-2015
Monona,"$100,000 to $124,999",176,55,2011-2015
Monona,"$125,000 to $149,999",63,24,2011-2015
Monona,"$150,000 to $199,999",90,37,2011-2015
Monona,"$200,000 or more",59,27,2011-2015
Monroe,"Less than $10,000",41,32,2011-2015
Monroe,"$10,000 to $14,999",147,85,2011-2015
Monroe,"$15,000 to $19,999",95,66,2011-2015
Monroe,"$20,000 to $24,999",70,43,2011-2015
Monroe,"$25,000 to $29,999",41,23,2011-2015
Monroe,"$30,000 to $34,999",149,74,2011-2015
Monroe,"$35,000 to $39,999",77,45,2011-2015
Monroe,"$40,000 to $44,999",201,82,2011-2015
Monroe,"$45,000 to $49,999",99,44,2011-2015
Monroe,"$50,000 to $59,999",209,83,2011-2015
Monroe,"$60,000 to $74,999",293,92,2011-2015
Monroe,"$75,000 to $99,999",299,100,2011-2015
Monroe,"$100,000 to $124,999",227,89,2011-2015
Monroe,"$125,000 to $149,999",115,47,2011-2015
Monroe,"$150,000 to $199,999",42,42,2011-2015
Monroe,"$200,000 or more",41,37,2011-2015
Montgomery,"Less than $10,000",198,83,2011-2015
Montgomery,"$10,000 to $14,999",203,91,2011-2015
Montgomery,"$15,000 to $19,999",70,38,2011-2015
Montgomery,"$20,000 to $24,999",182,71,2011-2015
Montgomery,"$25,000 to $29,999",147,63,2011-2015
Montgomery,"$30,000 to $34,999",185,63,2011-2015
Montgomery,"$35,000 to $39,999",126,55,2011-2015
Montgomery,"$40,000 to $44,999",117,35,2011-2015
Montgomery,"$45,000 to $49,999",198,61,2011-2015
Montgomery,"$50,000 to $59,999",347,81,2011-2015
Montgomery,"$60,000 to $74,999",470,83,2011-2015
Montgomery,"$75,000 to $99,999",379,87,2011-2015
Montgomery,"$100,000 to $124,999",245,70,2011-2015
Montgomery,"$125,000 to $149,999",93,48,2011-2015
Montgomery,"$150,000 to $199,999",113,47,2011-2015
Montgomery,"$200,000 or more",57,24,2011-2015
Muscatine,"Less than $10,000",636,189,2011-2015
Muscatine,"$10,000 to $14,999",366,146,2011-2015
Muscatine,"$15,000 to $19,999",250,90,2011-2015
Muscatine,"$20,000 to $24,999",374,101,2011-2015
Muscatine,"$25,000 to $29,999",247,80,2011-2015
Muscatine,"$30,000 to $34,999",576,141,2011-2015
Muscatine,"$35,000 to $39,999",515,125,2011-2015
Muscatine,"$40,000 to $44,999",812,193,2011-2015
Muscatine,"$45,000 to $49,999",441,135,2011-2015
Muscatine,"$50,000 to $59,999","1,096",174,2011-2015
Muscatine,"$60,000 to $74,999","1,660",190,2011-2015
Muscatine,"$75,000 to $99,999","1,887",213,2011-2015
Muscatine,"$100,000 to $124,999","1,305",202,2011-2015
Muscatine,"$125,000 to $149,999",525,120,2011-2015
Muscatine,"$150,000 to $199,999",464,115,2011-2015
Muscatine,"$200,000 or more",269,95,2011-2015
O'Brien,"Less than $10,000",141,71,2011-2015
O'Brien,"$10,000 to $14,999",34,24,2011-2015
O'Brien,"$15,000 to $19,999",87,44,2011-2015
O'Brien,"$20,000 to $24,999",155,75,2011-2015
O'Brien,"$25,000 to $29,999",86,43,2011-2015
O'Brien,"$30,000 to $34,999",182,69,2011-2015
O'Brien,"$35,000 to $39,999",144,66,2011-2015
O'Brien,"$40,000 to $44,999",225,73,2011-2015
O'Brien,"$45,000 to $49,999",176,56,2011-2015
O'Brien,"$50,000 to $59,999",358,94,2011-2015
O'Brien,"$60,000 to $74,999",733,124,2011-2015
O'Brien,"$75,000 to $99,999",792,152,2011-2015
O'Brien,"$100,000 to $124,999",300,69,2011-2015
O'Brien,"$125,000 to $149,999",172,55,2011-2015
O'Brien,"$150,000 to $199,999",107,52,2011-2015
O'Brien,"$200,000 or more",225,75,2011-2015
Osceola,"Less than $10,000",33,20,2011-2015
Osceola,"$10,000 to $14,999",19,15,2011-2015
Osceola,"$15,000 to $19,999",52,24,2011-2015
Osceola,"$20,000 to $24,999",50,20,2011-2015
Osceola,"$25,000 to $29,999",112,50,2011-2015
Osceola,"$30,000 to $34,999",88,26,2011-2015
Osceola,"$35,000 to $39,999",95,44,2011-2015
Osceola,"$40,000 to $44,999",85,35,2011-2015
Osceola,"$45,000 to $49,999",66,33,2011-2015
Osceola,"$50,000 to $59,999",176,60,2011-2015
Osceola,"$60,000 to $74,999",344,70,2011-2015
Osceola,"$75,000 to $99,999",304,55,2011-2015
Osceola,"$100,000 to $124,999",130,45,2011-2015
Osceola,"$125,000 to $149,999",76,34,2011-2015
Osceola,"$150,000 to $199,999",46,28,2011-2015
Osceola,"$200,000 or more",58,27,2011-2015
Page,"Less than $10,000",149,67,2011-2015
Page,"$10,000 to $14,999",209,78,2011-2015
Page,"$15,000 to $19,999",130,46,2011-2015
Page,"$20,000 to $24,999",137,43,2011-2015
Page,"$25,000 to $29,999",204,68,2011-2015
Page,"$30,000 to $34,999",156,56,2011-2015
Page,"$35,000 to $39,999",241,61,2011-2015
Page,"$40,000 to $44,999",224,67,2011-2015
Page,"$45,000 to $49,999",162,54,2011-2015
Page,"$50,000 to $59,999",360,77,2011-2015
Page,"$60,000 to $74,999",552,103,2011-2015
Page,"$75,000 to $99,999",619,96,2011-2015
Page,"$100,000 to $124,999",383,81,2011-2015
Page,"$125,000 to $149,999",256,81,2011-2015
Page,"$150,000 to $199,999",73,31,2011-2015
Page,"$200,000 or more",116,55,2011-2015
Palo Alto,"Less than $10,000",51,26,2011-2015
Palo Alto,"$10,000 to $14,999",71,33,2011-2015
Palo Alto,"$15,000 to $19,999",116,42,2011-2015
Palo Alto,"$20,000 to $24,999",116,46,2011-2015
Palo Alto,"$25,000 to $29,999",107,41,2011-2015
Palo Alto,"$30,000 to $34,999",151,55,2011-2015
Palo Alto,"$35,000 to $39,999",87,43,2011-2015
Palo Alto,"$40,000 to $44,999",148,43,2011-2015
Palo Alto,"$45,000 to $49,999",180,66,2011-2015
Palo Alto,"$50,000 to $59,999",248,72,2011-2015
Palo Alto,"$60,000 to $74,999",343,69,2011-2015
Palo Alto,"$75,000 to $99,999",420,83,2011-2015
Palo Alto,"$100,000 to $124,999",219,60,2011-2015
Palo Alto,"$125,000 to $149,999",93,33,2011-2015
Palo Alto,"$150,000 to $199,999",135,55,2011-2015
Palo Alto,"$200,000 or more",42,24,2011-2015
Plymouth,"Less than $10,000",219,105,2011-2015
Plymouth,"$10,000 to $14,999",125,78,2011-2015
Plymouth,"$15,000 to $19,999",135,57,2011-2015
Plymouth,"$20,000 to $24,999",127,35,2011-2015
Plymouth,"$25,000 to $29,999",278,96,2011-2015
Plymouth,"$30,000 to $34,999",310,103,2011-2015
Plymouth,"$35,000 to $39,999",289,84,2011-2015
Plymouth,"$40,000 to $44,999",406,111,2011-2015
Plymouth,"$45,000 to $49,999",277,77,2011-2015
Plymouth,"$50,000 to $59,999",621,112,2011-2015
Plymouth,"$60,000 to $74,999",889,175,2011-2015
Plymouth,"$75,000 to $99,999","1,368",169,2011-2015
Plymouth,"$100,000 to $124,999",804,155,2011-2015
Plymouth,"$125,000 to $149,999",501,124,2011-2015
Plymouth,"$150,000 to $199,999",433,116,2011-2015
Plymouth,"$200,000 or more",172,47,2011-2015
Pocahontas,"Less than $10,000",64,29,2011-2015
Pocahontas,"$10,000 to $14,999",62,20,2011-2015
Pocahontas,"$15,000 to $19,999",69,26,2011-2015
Pocahontas,"$20,000 to $24,999",74,23,2011-2015
Pocahontas,"$25,000 to $29,999",98,38,2011-2015
Pocahontas,"$30,000 to $34,999",95,32,2011-2015
Pocahontas,"$35,000 to $39,999",91,29,2011-2015
Pocahontas,"$40,000 to $44,999",123,47,2011-2015
Pocahontas,"$45,000 to $49,999",104,32,2011-2015
Pocahontas,"$50,000 to $59,999",191,48,2011-2015
Pocahontas,"$60,000 to $74,999",229,45,2011-2015
Pocahontas,"$75,000 to $99,999",320,56,2011-2015
Pocahontas,"$100,000 to $124,999",182,44,2011-2015
Pocahontas,"$125,000 to $149,999",59,25,2011-2015
Pocahontas,"$150,000 to $199,999",64,27,2011-2015
Pocahontas,"$200,000 or more",75,24,2011-2015
Polk,"Less than $10,000","4,589",487,2011-2015
Polk,"$10,000 to $14,999","2,454",326,2011-2015
Polk,"$15,000 to $19,999","3,038",452,2011-2015
Polk,"$20,000 to $24,999","3,827",472,2011-2015
Polk,"$25,000 to $29,999","4,640",490,2011-2015
Polk,"$30,000 to $34,999","4,009",366,2011-2015
Polk,"$35,000 to $39,999","4,013",452,2011-2015
Polk,"$40,000 to $44,999","4,636",514,2011-2015
Polk,"$45,000 to $49,999","3,997",479,2011-2015
Polk,"$50,000 to $59,999","9,316",637,2011-2015
Polk,"$60,000 to $74,999","13,153",739,2011-2015
Polk,"$75,000 to $99,999","18,413",842,2011-2015
Polk,"$100,000 to $124,999","13,502",790,2011-2015
Polk,"$125,000 to $149,999","8,726",670,2011-2015
Polk,"$150,000 to $199,999","8,689",605,2011-2015
Polk,"$200,000 or more","7,315",590,2011-2015
Pottawattamie,"Less than $10,000",866,158,2011-2015
Pottawattamie,"$10,000 to $14,999",750,154,2011-2015
Pottawattamie,"$15,000 to $19,999",677,157,2011-2015
Pottawattamie,"$20,000 to $24,999",939,159,2011-2015
Pottawattamie,"$25,000 to $29,999","1,090",160,2011-2015
Pottawattamie,"$30,000 to $34,999","1,093",157,2011-2015
Pottawattamie,"$35,000 to $39,999","1,022",166,2011-2015
Pottawattamie,"$40,000 to $44,999","1,170",190,2011-2015
Pottawattamie,"$45,000 to $49,999","1,109",188,2011-2015
Pottawattamie,"$50,000 to $59,999","2,195",232,2011-2015
Pottawattamie,"$60,000 to $74,999","3,240",316,2011-2015
Pottawattamie,"$75,000 to $99,999","4,447",308,2011-2015
Pottawattamie,"$100,000 to $124,999","2,386",242,2011-2015
Pottawattamie,"$125,000 to $149,999","1,412",182,2011-2015
Pottawattamie,"$150,000 to $199,999","1,086",150,2011-2015
Pottawattamie,"$200,000 or more",966,163,2011-2015
Poweshiek,"Less than $10,000",134,45,2011-2015
Poweshiek,"$10,000 to $14,999",109,54,2011-2015
Poweshiek,"$15,000 to $19,999",105,41,2011-2015
Poweshiek,"$20,000 to $24,999",111,53,2011-2015
Poweshiek,"$25,000 to $29,999",228,67,2011-2015
Poweshiek,"$30,000 to $34,999",182,62,2011-2015
Poweshiek,"$35,000 to $39,999",216,96,2011-2015
Poweshiek,"$40,000 to $44,999",272,89,2011-2015
Poweshiek,"$45,000 to $49,999",236,74,2011-2015
Poweshiek,"$50,000 to $59,999",413,114,2011-2015
Poweshiek,"$60,000 to $74,999",798,127,2011-2015
Poweshiek,"$75,000 to $99,999",726,126,2011-2015
Poweshiek,"$100,000 to $124,999",541,97,2011-2015
Poweshiek,"$125,000 to $149,999",273,72,2011-2015
Poweshiek,"$150,000 to $199,999",162,55,2011-2015
Poweshiek,"$200,000 or more",127,51,2011-2015
Ringgold,"Less than $10,000",26,17,2011-2015
Ringgold,"$10,000 to $14,999",33,15,2011-2015
Ringgold,"$15,000 to $19,999",113,47,2011-2015
Ringgold,"$20,000 to $24,999",61,24,2011-2015
Ringgold,"$25,000 to $29,999",59,22,2011-2015
Ringgold,"$30,000 to $34,999",71,23,2011-2015
Ringgold,"$35,000 to $39,999",43,21,2011-2015
Ringgold,"$40,000 to $44,999",85,52,2011-2015
Ringgold,"$45,000 to $49,999",72,30,2011-2015
Ringgold,"$50,000 to $59,999",191,48,2011-2015
Ringgold,"$60,000 to $74,999",220,51,2011-2015
Ringgold,"$75,000 to $99,999",121,38,2011-2015
Ringgold,"$100,000 to $124,999",79,29,2011-2015
Ringgold,"$125,000 to $149,999",61,29,2011-2015
Ringgold,"$150,000 to $199,999",47,25,2011-2015
Ringgold,"$200,000 or more",49,21,2011-2015
Sac,"Less than $10,000",37,19,2011-2015
Sac,"$10,000 to $14,999",67,32,2011-2015
Sac,"$15,000 to $19,999",40,17,2011-2015
Sac,"$20,000 to $24,999",132,36,2011-2015
Sac,"$25,000 to $29,999",126,41,2011-2015
Sac,"$30,000 to $34,999",149,39,2011-2015
Sac,"$35,000 to $39,999",123,32,2011-2015
Sac,"$40,000 to $44,999",140,32,2011-2015
Sac,"$45,000 to $49,999",183,37,2011-2015
Sac,"$50,000 to $59,999",345,53,2011-2015
Sac,"$60,000 to $74,999",448,68,2011-2015
Sac,"$75,000 to $99,999",430,58,2011-2015
Sac,"$100,000 to $124,999",289,45,2011-2015
Sac,"$125,000 to $149,999",154,35,2011-2015
Sac,"$150,000 to $199,999",100,31,2011-2015
Sac,"$200,000 or more",76,28,2011-2015
Scott,"Less than $10,000","1,605",262,2011-2015
Scott,"$10,000 to $14,999","1,003",189,2011-2015
Scott,"$15,000 to $19,999","1,053",208,2011-2015
Scott,"$20,000 to $24,999","1,236",197,2011-2015
Scott,"$25,000 to $29,999","1,745",282,2011-2015
Scott,"$30,000 to $34,999","1,824",263,2011-2015
Scott,"$35,000 to $39,999","1,821",249,2011-2015
Scott,"$40,000 to $44,999","2,013",260,2011-2015
Scott,"$45,000 to $49,999","1,292",214,2011-2015
Scott,"$50,000 to $59,999","3,715",352,2011-2015
Scott,"$60,000 to $74,999","4,935",432,2011-2015
Scott,"$75,000 to $99,999","7,165",499,2011-2015
Scott,"$100,000 to $124,999","5,026",393,2011-2015
Scott,"$125,000 to $149,999","2,968",306,2011-2015
Scott,"$150,000 to $199,999","3,013",298,2011-2015
Scott,"$200,000 or more","2,248",258,2011-2015
Shelby,"Less than $10,000",30,22,2011-2015
Shelby,"$10,000 to $14,999",96,52,2011-2015
Shelby,"$15,000 to $19,999",116,52,2011-2015
Shelby,"$20,000 to $24,999",165,74,2011-2015
Shelby,"$25,000 to $29,999",144,56,2011-2015
Shelby,"$30,000 to $34,999",87,49,2011-2015
Shelby,"$35,000 to $39,999",90,33,2011-2015
Shelby,"$40,000 to $44,999",219,71,2011-2015
Shelby,"$45,000 to $49,999",112,42,2011-2015
Shelby,"$50,000 to $59,999",330,83,2011-2015
Shelby,"$60,000 to $74,999",452,85,2011-2015
Shelby,"$75,000 to $99,999",570,101,2011-2015
Shelby,"$100,000 to $124,999",298,65,2011-2015
Shelby,"$125,000 to $149,999",198,60,2011-2015
Shelby,"$150,000 to $199,999",142,45,2011-2015
Shelby,"$200,000 or more",95,37,2011-2015
Sioux,"Less than $10,000",179,67,2011-2015
Sioux,"$10,000 to $14,999",97,68,2011-2015
Sioux,"$15,000 to $19,999",129,69,2011-2015
Sioux,"$20,000 to $24,999",293,102,2011-2015
Sioux,"$25,000 to $29,999",306,79,2011-2015
Sioux,"$30,000 to $34,999",412,137,2011-2015
Sioux,"$35,000 to $39,999",393,91,2011-2015
Sioux,"$40,000 to $44,999",358,86,2011-2015
Sioux,"$45,000 to $49,999",408,110,2011-2015
Sioux,"$50,000 to $59,999",802,148,2011-2015
Sioux,"$60,000 to $74,999","1,352",172,2011-2015
Sioux,"$75,000 to $99,999","1,767",186,2011-2015
Sioux,"$100,000 to $124,999",871,154,2011-2015
Sioux,"$125,000 to $149,999",544,128,2011-2015
Sioux,"$150,000 to $199,999",458,107,2011-2015
Sioux,"$200,000 or more",476,113,2011-2015
Story,"Less than $10,000",475,155,2011-2015
Story,"$10,000 to $14,999",402,127,2011-2015
Story,"$15,000 to $19,999",513,202,2011-2015
Story,"$20,000 to $24,999",580,150,2011-2015
Story,"$25,000 to $29,999",552,127,2011-2015
Story,"$30,000 to $34,999",526,114,2011-2015
Story,"$35,000 to $39,999",630,163,2011-2015
Story,"$40,000 to $44,999",512,129,2011-2015
Story,"$45,000 to $49,999",850,219,2011-2015
Story,"$50,000 to $59,999","1,471",239,2011-2015
Story,"$60,000 to $74,999","2,585",327,2011-2015
Story,"$75,000 to $99,999","3,432",319,2011-2015
Story,"$100,000 to $124,999","2,469",287,2011-2015
Story,"$125,000 to $149,999","1,575",223,2011-2015
Story,"$150,000 to $199,999","1,214",227,2011-2015
Story,"$200,000 or more","1,109",210,2011-2015
Tama,"Less than $10,000",134,48,2011-2015
Tama,"$10,000 to $14,999",70,31,2011-2015
Tama,"$15,000 to $19,999",133,41,2011-2015
Tama,"$20,000 to $24,999",196,60,2011-2015
Tama,"$25,000 to $29,999",217,53,2011-2015
Tama,"$30,000 to $34,999",156,55,2011-2015
Tama,"$35,000 to $39,999",141,34,2011-2015
Tama,"$40,000 to $44,999",293,88,2011-2015
Tama,"$45,000 to $49,999",255,62,2011-2015
Tama,"$50,000 to $59,999",541,92,2011-2015
Tama,"$60,000 to $74,999",788,109,2011-2015
Tama,"$75,000 to $99,999",788,100,2011-2015
Tama,"$100,000 to $124,999",485,84,2011-2015
Tama,"$125,000 to $149,999",299,67,2011-2015
Tama,"$150,000 to $199,999",215,58,2011-2015
Tama,"$200,000 or more",134,38,2011-2015
Taylor,"Less than $10,000",109,35,2011-2015
Taylor,"$10,000 to $14,999",52,26,2011-2015
Taylor,"$15,000 to $19,999",61,21,2011-2015
Taylor,"$20,000 to $24,999",113,48,2011-2015
Taylor,"$25,000 to $29,999",90,30,2011-2015
Taylor,"$30,000 to $34,999",135,39,2011-2015
Taylor,"$35,000 to $39,999",91,29,2011-2015
Taylor,"$40,000 to $44,999",94,33,2011-2015
Taylor,"$45,000 to $49,999",89,25,2011-2015
Taylor,"$50,000 to $59,999",293,48,2011-2015
Taylor,"$60,000 to $74,999",200,36,2011-2015
Taylor,"$75,000 to $99,999",202,35,2011-2015
Taylor,"$100,000 to $124,999",174,43,2011-2015
Taylor,"$125,000 to $149,999",104,28,2011-2015
Taylor,"$150,000 to $199,999",26,15,2011-2015
Taylor,"$200,000 or more",23,11,2011-2015
Union,"Less than $10,000",86,44,2011-2015
Union,"$10,000 to $14,999",97,55,2011-2015
Union,"$15,000 to $19,999",88,38,2011-2015
Union,"$20,000 to $24,999",143,60,2011-2015
Union,"$25,000 to $29,999",159,71,2011-2015
Union,"$30,000 to $34,999",190,65,2011-2015
Union,"$35,000 to $39,999",143,54,2011-2015
Union,"$40,000 to $44,999",199,74,2011-2015
Union,"$45,000 to $49,999",236,87,2011-2015
Union,"$50,000 to $59,999",420,111,2011-2015
Union,"$60,000 to $74,999",455,81,2011-2015
Union,"$75,000 to $99,999",446,91,2011-2015
Union,"$100,000 to $124,999",263,71,2011-2015
Union,"$125,000 to $149,999",105,42,2011-2015
Union,"$150,000 to $199,999",146,51,2011-2015
Union,"$200,000 or more",78,41,2011-2015
Van Buren,"Less than $10,000",77,34,2011-2015
Van Buren,"$10,000 to $14,999",25,14,2011-2015
Van Buren,"$15,000 to $19,999",72,26,2011-2015
Van Buren,"$20,000 to $24,999",39,21,2011-2015
Van Buren,"$25,000 to $29,999",148,46,2011-2015
Van Buren,"$30,000 to $34,999",104,35,2011-2015
Van Buren,"$35,000 to $39,999",151,44,2011-2015
Van Buren,"$40,000 to $44,999",148,47,2011-2015
Van Buren,"$45,000 to $49,999",137,35,2011-2015
Van Buren,"$50,000 to $59,999",182,49,2011-2015
Van Buren,"$60,000 to $74,999",265,50,2011-2015
Van Buren,"$75,000 to $99,999",332,68,2011-2015
Van Buren,"$100,000 to $124,999",195,54,2011-2015
Van Buren,"$125,000 to $149,999",75,29,2011-2015
Van Buren,"$150,000 to $199,999",72,39,2011-2015
Van Buren,"$200,000 or more",31,19,2011-2015
Wapello,"Less than $10,000",569,130,2011-2015
Wapello,"$10,000 to $14,999",423,140,2011-2015
Wapello,"$15,000 to $19,999",340,89,2011-2015
Wapello,"$20,000 to $24,999",459,121,2011-2015
Wapello,"$25,000 to $29,999",565,124,2011-2015
Wapello,"$30,000 to $34,999",542,132,2011-2015
Wapello,"$35,000 to $39,999",429,107,2011-2015
Wapello,"$40,000 to $44,999",694,146,2011-2015
Wapello,"$45,000 to $49,999",474,105,2011-2015
Wapello,"$50,000 to $59,999",804,167,2011-2015
Wapello,"$60,000 to $74,999","1,189",170,2011-2015
Wapello,"$75,000 to $99,999","1,458",200,2011-2015
Wapello,"$100,000 to $124,999",643,130,2011-2015
Wapello,"$125,000 to $149,999",473,121,2011-2015
Wapello,"$150,000 to $199,999",209,74,2011-2015
Wapello,"$200,000 or more",187,64,2011-2015
Warren,"Less than $10,000",274,102,2011-2015
Warren,"$10,000 to $14,999",213,75,2011-2015
Warren,"$15,000 to $19,999",348,134,2011-2015
Warren,"$20,000 to $24,999",401,117,2011-2015
Warren,"$25,000 to $29,999",373,97,2011-2015
Warren,"$30,000 to $34,999",473,103,2011-2015
Warren,"$35,000 to $39,999",560,109,2011-2015
Warren,"$40,000 to $44,999",463,107,2011-2015
Warren,"$45,000 to $49,999",568,116,2011-2015
Warren,"$50,000 to $59,999","1,219",214,2011-2015
Warren,"$60,000 to $74,999","1,517",181,2011-2015
Warren,"$75,000 to $99,999","2,513",265,2011-2015
Warren,"$100,000 to $124,999","1,808",210,2011-2015
Warren,"$125,000 to $149,999","1,111",158,2011-2015
Warren,"$150,000 to $199,999",931,168,2011-2015
Warren,"$200,000 or more",421,94,2011-2015
Washington,"Less than $10,000",102,34,2011-2015
Washington,"$10,000 to $14,999",160,56,2011-2015
Washington,"$15,000 to $19,999",73,33,2011-2015
Washington,"$20,000 to $24,999",272,101,2011-2015
Washington,"$25,000 to $29,999",311,92,2011-2015
Washington,"$30,000 to $34,999",212,66,2011-2015
Washington,"$35,000 to $39,999",244,67,2011-2015
Washington,"$40,000 to $44,999",272,77,2011-2015
Washington,"$45,000 to $49,999",278,72,2011-2015
Washington,"$50,000 to $59,999",494,118,2011-2015
Washington,"$60,000 to $74,999",810,149,2011-2015
Washington,"$75,000 to $99,999","1,277",153,2011-2015
Washington,"$100,000 to $124,999",780,125,2011-2015
Washington,"$125,000 to $149,999",352,97,2011-2015
Washington,"$150,000 to $199,999",199,70,2011-2015
Washington,"$200,000 or more",120,51,2011-2015
Wayne,"Less than $10,000",28,13,2011-2015
Wayne,"$10,000 to $14,999",37,21,2011-2015
Wayne,"$15,000 to $19,999",61,21,2011-2015
Wayne,"$20,000 to $24,999",86,25,2011-2015
Wayne,"$25,000 to $29,999",82,24,2011-2015
Wayne,"$30,000 to $34,999",91,30,2011-2015
Wayne,"$35,000 to $39,999",138,44,2011-2015
Wayne,"$40,000 to $44,999",105,35,2011-2015
Wayne,"$45,000 to $49,999",52,23,2011-2015
Wayne,"$50,000 to $59,999",176,36,2011-2015
Wayne,"$60,000 to $74,999",269,67,2011-2015
Wayne,"$75,000 to $99,999",268,61,2011-2015
Wayne,"$100,000 to $124,999",122,37,2011-2015
Wayne,"$125,000 to $149,999",61,25,2011-2015
Wayne,"$150,000 to $199,999",52,23,2011-2015
Wayne,"$200,000 or more",34,18,2011-2015
Webster,"Less than $10,000",489,145,2011-2015
Webster,"$10,000 to $14,999",336,120,2011-2015
Webster,"$15,000 to $19,999",408,87,2011-2015
Webster,"$20,000 to $24,999",467,120,2011-2015
Webster,"$25,000 to $29,999",414,111,2011-2015
Webster,"$30,000 to $34,999",434,98,2011-2015
Webster,"$35,000 to $39,999",517,118,2011-2015
Webster,"$40,000 to $44,999",515,121,2011-2015
Webster,"$45,000 to $49,999",464,122,2011-2015
Webster,"$50,000 to $59,999",721,111,2011-2015
Webster,"$60,000 to $74,999","1,143",179,2011-2015
Webster,"$75,000 to $99,999","1,384",208,2011-2015
Webster,"$100,000 to $124,999",702,170,2011-2015
Webster,"$125,000 to $149,999",511,128,2011-2015
Webster,"$150,000 to $199,999",296,86,2011-2015
Webster,"$200,000 or more",313,101,2011-2015
Winnebago,"Less than $10,000",111,61,2011-2015
Winnebago,"$10,000 to $14,999",46,25,2011-2015
Winnebago,"$15,000 to $19,999",69,32,2011-2015
Winnebago,"$20,000 to $24,999",100,49,2011-2015
Winnebago,"$25,000 to $29,999",205,74,2011-2015
Winnebago,"$30,000 to $34,999",102,37,2011-2015
Winnebago,"$35,000 to $39,999",145,50,2011-2015
Winnebago,"$40,000 to $44,999",177,59,2011-2015
Winnebago,"$45,000 to $49,999",149,45,2011-2015
Winnebago,"$50,000 to $59,999",345,112,2011-2015
Winnebago,"$60,000 to $74,999",339,78,2011-2015
Winnebago,"$75,000 to $99,999",562,110,2011-2015
Winnebago,"$100,000 to $124,999",246,59,2011-2015
Winnebago,"$125,000 to $149,999",124,44,2011-2015
Winnebago,"$150,000 to $199,999",134,56,2011-2015
Winnebago,"$200,000 or more",48,33,2011-2015
Winneshiek,"Less than $10,000",101,56,2011-2015
Winneshiek,"$10,000 to $14,999",132,57,2011-2015
Winneshiek,"$15,000 to $19,999",146,54,2011-2015
Winneshiek,"$20,000 to $24,999",169,64,2011-2015
Winneshiek,"$25,000 to $29,999",195,58,2011-2015
