County,Income,Families,Families ME,Year
Mills,"$100,000 to $124,999",517,131,2016-2020
Mills,"$125,000 to $149,999",385,93,2016-2020
Mills,"$150,000 to $199,999",358,91,2016-2020
Mills,"$200,000 or more",326,98,2016-2020
Mitchell,"Less than $10,000",23,23,2016-2020
Mitchell,"$10,000 to $14,999",16,19,2016-2020
Mitchell,"$15,000 to $19,999",83,49,2016-2020
Mitchell,"$20,000 to $24,999",65,45,2016-2020
Mitchell,"$25,000 to $29,999",140,63,2016-2020
Mitchell,"$30,000 to $34,999",87,37,2016-2020
Mitchell,"$35,000 to $39,999",131,47,2016-2020
Mitchell,"$40,000 to $44,999",215,94,2016-2020
Mitchell,"$45,000 to $49,999",128,52,2016-2020
Mitchell,"$50,000 to $59,999",242,72,2016-2020
Mitchell,"$60,000 to $74,999",373,84,2016-2020
Mitchell,"$75,000 to $99,999",472,116,2016-2020
Mitchell,"$100,000 to $124,999",396,117,2016-2020
Mitchell,"$125,000 to $149,999",256,109,2016-2020
Mitchell,"$150,000 to $199,999",222,94,2016-2020
Mitchell,"$200,000 or more",99,50,2016-2020
Monona,"Less than $10,000",72,41,2016-2020
Monona,"$10,000 to $14,999",51,29,2016-2020
Monona,"$15,000 to $19,999",89,55,2016-2020
Monona,"$20,000 to $24,999",119,47,2016-2020
Monona,"$25,000 to $29,999",27,18,2016-2020
Monona,"$30,000 to $34,999",78,30,2016-2020
Monona,"$35,000 to $39,999",64,27,2016-2020
Monona,"$40,000 to $44,999",98,42,2016-2020
Monona,"$45,000 to $49,999",114,45,2016-2020
Monona,"$50,000 to $59,999",268,56,2016-2020
Monona,"$60,000 to $74,999",363,69,2016-2020
Monona,"$75,000 to $99,999",377,83,2016-2020
Monona,"$100,000 to $124,999",230,62,2016-2020
Monona,"$125,000 to $149,999",228,71,2016-2020
Monona,"$150,000 to $199,999",108,39,2016-2020
Monona,"$200,000 or more",109,35,2016-2020
Monroe,"Less than $10,000",13,14,2016-2020
Monroe,"$10,000 to $14,999",26,21,2016-2020
Monroe,"$15,000 to $19,999",29,28,2016-2020
Monroe,"$20,000 to $24,999",37,27,2016-2020
Monroe,"$25,000 to $29,999",24,17,2016-2020
Monroe,"$30,000 to $34,999",61,30,2016-2020
Monroe,"$35,000 to $39,999",102,59,2016-2020
Monroe,"$40,000 to $44,999",125,64,2016-2020
Monroe,"$45,000 to $49,999",110,49,2016-2020
Monroe,"$50,000 to $59,999",243,80,2016-2020
Monroe,"$60,000 to $74,999",230,74,2016-2020
Monroe,"$75,000 to $99,999",367,98,2016-2020
Monroe,"$100,000 to $124,999",374,104,2016-2020
Monroe,"$125,000 to $149,999",133,57,2016-2020
Monroe,"$150,000 to $199,999",49,42,2016-2020
Monroe,"$200,000 or more",74,62,2016-2020
Montgomery,"Less than $10,000",161,104,2016-2020
Montgomery,"$10,000 to $14,999",74,37,2016-2020
Montgomery,"$15,000 to $19,999",117,65,2016-2020
Montgomery,"$20,000 to $24,999",68,41,2016-2020
Montgomery,"$25,000 to $29,999",84,46,2016-2020
Montgomery,"$30,000 to $34,999",95,68,2016-2020
Montgomery,"$35,000 to $39,999",140,59,2016-2020
Montgomery,"$40,000 to $44,999",135,61,2016-2020
Montgomery,"$45,000 to $49,999",94,48,2016-2020
Montgomery,"$50,000 to $59,999",309,65,2016-2020
Montgomery,"$60,000 to $74,999",276,76,2016-2020
Montgomery,"$75,000 to $99,999",464,86,2016-2020
Montgomery,"$100,000 to $124,999",475,100,2016-2020
Montgomery,"$125,000 to $149,999",182,59,2016-2020
Montgomery,"$150,000 to $199,999",72,40,2016-2020
Montgomery,"$200,000 or more",91,36,2016-2020
Muscatine,"Less than $10,000",406,168,2016-2020
Muscatine,"$10,000 to $14,999",291,121,2016-2020
Muscatine,"$15,000 to $19,999",251,113,2016-2020
Muscatine,"$20,000 to $24,999",271,107,2016-2020
Muscatine,"$25,000 to $29,999",600,204,2016-2020
Muscatine,"$30,000 to $34,999",264,109,2016-2020
Muscatine,"$35,000 to $39,999",533,156,2016-2020
Muscatine,"$40,000 to $44,999",489,161,2016-2020
Muscatine,"$45,000 to $49,999",467,158,2016-2020
Muscatine,"$50,000 to $59,999",983,231,2016-2020
Muscatine,"$60,000 to $74,999","1,293",201,2016-2020
Muscatine,"$75,000 to $99,999","1,830",261,2016-2020
Muscatine,"$100,000 to $124,999","1,276",235,2016-2020
Muscatine,"$125,000 to $149,999",866,170,2016-2020
Muscatine,"$150,000 to $199,999",840,179,2016-2020
Muscatine,"$200,000 or more",455,161,2016-2020
O'Brien,"Less than $10,000",55,34,2016-2020
O'Brien,"$10,000 to $14,999",25,28,2016-2020
O'Brien,"$15,000 to $19,999",108,48,2016-2020
O'Brien,"$20,000 to $24,999",102,60,2016-2020
O'Brien,"$25,000 to $29,999",53,24,2016-2020
O'Brien,"$30,000 to $34,999",186,106,2016-2020
O'Brien,"$35,000 to $39,999",132,60,2016-2020
O'Brien,"$40,000 to $44,999",165,68,2016-2020
O'Brien,"$45,000 to $49,999",118,52,2016-2020
O'Brien,"$50,000 to $59,999",315,102,2016-2020
O'Brien,"$60,000 to $74,999",363,95,2016-2020
O'Brien,"$75,000 to $99,999",875,182,2016-2020
O'Brien,"$100,000 to $124,999",498,133,2016-2020
O'Brien,"$125,000 to $149,999",235,72,2016-2020
O'Brien,"$150,000 to $199,999",206,77,2016-2020
O'Brien,"$200,000 or more",177,66,2016-2020
Osceola,"Less than $10,000",70,44,2016-2020
Osceola,"$10,000 to $14,999",32,24,2016-2020
Osceola,"$15,000 to $19,999",18,14,2016-2020
Osceola,"$20,000 to $24,999",40,24,2016-2020
Osceola,"$25,000 to $29,999",43,24,2016-2020
Osceola,"$30,000 to $34,999",61,38,2016-2020
Osceola,"$35,000 to $39,999",88,41,2016-2020
Osceola,"$40,000 to $44,999",49,26,2016-2020
Osceola,"$45,000 to $49,999",56,33,2016-2020
Osceola,"$50,000 to $59,999",179,62,2016-2020
Osceola,"$60,000 to $74,999",328,83,2016-2020
Osceola,"$75,000 to $99,999",289,66,2016-2020
Osceola,"$100,000 to $124,999",146,39,2016-2020
Osceola,"$125,000 to $149,999",90,42,2016-2020
Osceola,"$150,000 to $199,999",93,32,2016-2020
Osceola,"$200,000 or more",59,25,2016-2020
Page,"Less than $10,000",90,44,2016-2020
Page,"$10,000 to $14,999",104,49,2016-2020
Page,"$15,000 to $19,999",107,49,2016-2020
Page,"$20,000 to $24,999",169,97,2016-2020
Page,"$25,000 to $29,999",156,58,2016-2020
Page,"$30,000 to $34,999",203,61,2016-2020
Page,"$35,000 to $39,999",137,55,2016-2020
Page,"$40,000 to $44,999",231,69,2016-2020
Page,"$45,000 to $49,999",163,72,2016-2020
Page,"$50,000 to $59,999",410,87,2016-2020
Page,"$60,000 to $74,999",563,113,2016-2020
Page,"$75,000 to $99,999",617,126,2016-2020
Page,"$100,000 to $124,999",428,99,2016-2020
Page,"$125,000 to $149,999",202,69,2016-2020
Page,"$150,000 to $199,999",217,76,2016-2020
Page,"$200,000 or more",84,39,2016-2020
Palo Alto,"Less than $10,000",7,8,2016-2020
Palo Alto,"$10,000 to $14,999",43,33,2016-2020
Palo Alto,"$15,000 to $19,999",28,19,2016-2020
Palo Alto,"$20,000 to $24,999",43,21,2016-2020
Palo Alto,"$25,000 to $29,999",80,52,2016-2020
Palo Alto,"$30,000 to $34,999",81,32,2016-2020
Palo Alto,"$35,000 to $39,999",89,40,2016-2020
Palo Alto,"$40,000 to $44,999",74,35,2016-2020
Palo Alto,"$45,000 to $49,999",121,64,2016-2020
Palo Alto,"$50,000 to $59,999",185,55,2016-2020
Palo Alto,"$60,000 to $74,999",237,60,2016-2020
Palo Alto,"$75,000 to $99,999",486,82,2016-2020
Palo Alto,"$100,000 to $124,999",355,86,2016-2020
Palo Alto,"$125,000 to $149,999",112,44,2016-2020
Palo Alto,"$150,000 to $199,999",116,48,2016-2020
Palo Alto,"$200,000 or more",121,50,2016-2020
Plymouth,"Less than $10,000",77,43,2016-2020
Plymouth,"$10,000 to $14,999",79,46,2016-2020
Plymouth,"$15,000 to $19,999",100,59,2016-2020
Plymouth,"$20,000 to $24,999",311,110,2016-2020
Plymouth,"$25,000 to $29,999",119,56,2016-2020
Plymouth,"$30,000 to $34,999",137,59,2016-2020
Plymouth,"$35,000 to $39,999",323,123,2016-2020
Plymouth,"$40,000 to $44,999",264,88,2016-2020
Plymouth,"$45,000 to $49,999",233,88,2016-2020
Plymouth,"$50,000 to $59,999",688,150,2016-2020
Plymouth,"$60,000 to $74,999",810,153,2016-2020
Plymouth,"$75,000 to $99,999","1,457",227,2016-2020
Plymouth,"$100,000 to $124,999","1,185",188,2016-2020
Plymouth,"$125,000 to $149,999",590,131,2016-2020
Plymouth,"$150,000 to $199,999",580,131,2016-2020
Plymouth,"$200,000 or more",493,96,2016-2020
Pocahontas,"Less than $10,000",7,10,2016-2020
Pocahontas,"$10,000 to $14,999",52,28,2016-2020
Pocahontas,"$15,000 to $19,999",66,37,2016-2020
Pocahontas,"$20,000 to $24,999",48,26,2016-2020
Pocahontas,"$25,000 to $29,999",71,34,2016-2020
Pocahontas,"$30,000 to $34,999",88,41,2016-2020
Pocahontas,"$35,000 to $39,999",171,61,2016-2020
Pocahontas,"$40,000 to $44,999",84,41,2016-2020
Pocahontas,"$45,000 to $49,999",67,30,2016-2020
Pocahontas,"$50,000 to $59,999",117,40,2016-2020
Pocahontas,"$60,000 to $74,999",233,49,2016-2020
Pocahontas,"$75,000 to $99,999",340,69,2016-2020
Pocahontas,"$100,000 to $124,999",290,64,2016-2020
Pocahontas,"$125,000 to $149,999",83,34,2016-2020
Pocahontas,"$150,000 to $199,999",61,22,2016-2020
Pocahontas,"$200,000 or more",80,32,2016-2020
Polk,"Less than $10,000","2,837",449,2016-2020
Polk,"$10,000 to $14,999","2,265",344,2016-2020
Polk,"$15,000 to $19,999","2,302",360,2016-2020
Polk,"$20,000 to $24,999","2,518",362,2016-2020
Polk,"$25,000 to $29,999","3,250",470,2016-2020
Polk,"$30,000 to $34,999","4,199",609,2016-2020
Polk,"$35,000 to $39,999","3,476",492,2016-2020
Polk,"$40,000 to $44,999","4,286",475,2016-2020
Polk,"$45,000 to $49,999","3,554",460,2016-2020
Polk,"$50,000 to $59,999","8,002",765,2016-2020
Polk,"$60,000 to $74,999","12,689",868,2016-2020
Polk,"$75,000 to $99,999","18,422",993,2016-2020
Polk,"$100,000 to $124,999","15,418","1,021",2016-2020
Polk,"$125,000 to $149,999","10,614",955,2016-2020
Polk,"$150,000 to $199,999","12,168",918,2016-2020
Polk,"$200,000 or more","11,120",730,2016-2020
Pottawattamie,"Less than $10,000",706,156,2016-2020
Pottawattamie,"$10,000 to $14,999",509,147,2016-2020
Pottawattamie,"$15,000 to $19,999",352,107,2016-2020
Pottawattamie,"$20,000 to $24,999",859,219,2016-2020
Pottawattamie,"$25,000 to $29,999",912,181,2016-2020
Pottawattamie,"$30,000 to $34,999","1,028",204,2016-2020
Pottawattamie,"$35,000 to $39,999",723,196,2016-2020
Pottawattamie,"$40,000 to $44,999",970,216,2016-2020
Pottawattamie,"$45,000 to $49,999","1,002",228,2016-2020
Pottawattamie,"$50,000 to $59,999","1,876",289,2016-2020
Pottawattamie,"$60,000 to $74,999","3,158",420,2016-2020
Pottawattamie,"$75,000 to $99,999","4,030",359,2016-2020
Pottawattamie,"$100,000 to $124,999","2,801",298,2016-2020
Pottawattamie,"$125,000 to $149,999","1,893",250,2016-2020
Pottawattamie,"$150,000 to $199,999","1,657",226,2016-2020
Pottawattamie,"$200,000 or more","1,179",156,2016-2020
Poweshiek,"Less than $10,000",207,107,2016-2020
Poweshiek,"$10,000 to $14,999",140,84,2016-2020
Poweshiek,"$15,000 to $19,999",84,51,2016-2020
Poweshiek,"$20,000 to $24,999",138,83,2016-2020
Poweshiek,"$25,000 to $29,999",119,57,2016-2020
Poweshiek,"$30,000 to $34,999",67,35,2016-2020
Poweshiek,"$35,000 to $39,999",144,61,2016-2020
Poweshiek,"$40,000 to $44,999",210,92,2016-2020
Poweshiek,"$45,000 to $49,999",177,67,2016-2020
Poweshiek,"$50,000 to $59,999",513,164,2016-2020
Poweshiek,"$60,000 to $74,999",454,110,2016-2020
Poweshiek,"$75,000 to $99,999",747,150,2016-2020
Poweshiek,"$100,000 to $124,999",650,147,2016-2020
Poweshiek,"$125,000 to $149,999",235,85,2016-2020
Poweshiek,"$150,000 to $199,999",304,86,2016-2020
Poweshiek,"$200,000 or more",512,136,2016-2020
Ringgold,"Less than $10,000",8,7,2016-2020
Ringgold,"$10,000 to $14,999",6,5,2016-2020
Ringgold,"$15,000 to $19,999",41,27,2016-2020
Ringgold,"$20,000 to $24,999",65,27,2016-2020
Ringgold,"$25,000 to $29,999",43,28,2016-2020
Ringgold,"$30,000 to $34,999",72,35,2016-2020
Ringgold,"$35,000 to $39,999",72,24,2016-2020
Ringgold,"$40,000 to $44,999",92,32,2016-2020
Ringgold,"$45,000 to $49,999",38,17,2016-2020
Ringgold,"$50,000 to $59,999",66,33,2016-2020
Ringgold,"$60,000 to $74,999",147,38,2016-2020
Ringgold,"$75,000 to $99,999",252,69,2016-2020
Ringgold,"$100,000 to $124,999",107,30,2016-2020
Ringgold,"$125,000 to $149,999",98,40,2016-2020
Ringgold,"$150,000 to $199,999",74,28,2016-2020
Ringgold,"$200,000 or more",54,27,2016-2020
Sac,"Less than $10,000",45,36,2016-2020
Sac,"$10,000 to $14,999",53,19,2016-2020
Sac,"$15,000 to $19,999",80,45,2016-2020
Sac,"$20,000 to $24,999",96,49,2016-2020
Sac,"$25,000 to $29,999",42,17,2016-2020
Sac,"$30,000 to $34,999",97,39,2016-2020
Sac,"$35,000 to $39,999",135,42,2016-2020
Sac,"$40,000 to $44,999",147,51,2016-2020
Sac,"$45,000 to $49,999",146,49,2016-2020
Sac,"$50,000 to $59,999",280,76,2016-2020
Sac,"$60,000 to $74,999",355,73,2016-2020
Sac,"$75,000 to $99,999",458,73,2016-2020
Sac,"$100,000 to $124,999",314,73,2016-2020
Sac,"$125,000 to $149,999",194,55,2016-2020
Sac,"$150,000 to $199,999",200,56,2016-2020
Sac,"$200,000 or more",134,46,2016-2020
Scott,"Less than $10,000","1,307",248,2016-2020
Scott,"$10,000 to $14,999",923,249,2016-2020
Scott,"$15,000 to $19,999","1,016",297,2016-2020
Scott,"$20,000 to $24,999",941,197,2016-2020
Scott,"$25,000 to $29,999","1,159",247,2016-2020
Scott,"$30,000 to $34,999","1,285",254,2016-2020
Scott,"$35,000 to $39,999","1,444",259,2016-2020
Scott,"$40,000 to $44,999","1,659",323,2016-2020
Scott,"$45,000 to $49,999","1,564",305,2016-2020
Scott,"$50,000 to $59,999","3,472",432,2016-2020
Scott,"$60,000 to $74,999","4,485",482,2016-2020
Scott,"$75,000 to $99,999","6,699",538,2016-2020
Scott,"$100,000 to $124,999","5,531",567,2016-2020
Scott,"$125,000 to $149,999","3,561",383,2016-2020
Scott,"$150,000 to $199,999","3,930",429,2016-2020
Scott,"$200,000 or more","3,768",394,2016-2020
Shelby,"Less than $10,000",130,84,2016-2020
Shelby,"$10,000 to $14,999",71,45,2016-2020
Shelby,"$15,000 to $19,999",118,106,2016-2020
Shelby,"$20,000 to $24,999",42,26,2016-2020
Shelby,"$25,000 to $29,999",51,33,2016-2020
Shelby,"$30,000 to $34,999",136,67,2016-2020
Shelby,"$35,000 to $39,999",159,65,2016-2020
Shelby,"$40,000 to $44,999",130,63,2016-2020
Shelby,"$45,000 to $49,999",142,54,2016-2020
Shelby,"$50,000 to $59,999",213,66,2016-2020
Shelby,"$60,000 to $74,999",360,82,2016-2020
Shelby,"$75,000 to $99,999",559,95,2016-2020
Shelby,"$100,000 to $124,999",371,92,2016-2020
Shelby,"$125,000 to $149,999",302,93,2016-2020
Shelby,"$150,000 to $199,999",209,84,2016-2020
Shelby,"$200,000 or more",220,64,2016-2020
Sioux,"Less than $10,000",82,46,2016-2020
Sioux,"$10,000 to $14,999",94,59,2016-2020
Sioux,"$15,000 to $19,999",104,61,2016-2020
Sioux,"$20,000 to $24,999",211,96,2016-2020
Sioux,"$25,000 to $29,999",200,96,2016-2020
Sioux,"$30,000 to $34,999",172,72,2016-2020
Sioux,"$35,000 to $39,999",227,103,2016-2020
Sioux,"$40,000 to $44,999",349,131,2016-2020
Sioux,"$45,000 to $49,999",288,104,2016-2020
Sioux,"$50,000 to $59,999",710,159,2016-2020
Sioux,"$60,000 to $74,999","1,134",216,2016-2020
Sioux,"$75,000 to $99,999","2,316",279,2016-2020
Sioux,"$100,000 to $124,999","1,256",205,2016-2020
Sioux,"$125,000 to $149,999",650,156,2016-2020
Sioux,"$150,000 to $199,999",593,132,2016-2020
Sioux,"$200,000 or more",580,146,2016-2020
Story,"Less than $10,000",319,103,2016-2020
Story,"$10,000 to $14,999",285,192,2016-2020
Story,"$15,000 to $19,999",413,158,2016-2020
Story,"$20,000 to $24,999",427,207,2016-2020
Story,"$25,000 to $29,999",314,122,2016-2020
Story,"$30,000 to $34,999",642,153,2016-2020
Story,"$35,000 to $39,999",501,121,2016-2020
Story,"$40,000 to $44,999",474,127,2016-2020
Story,"$45,000 to $49,999",576,148,2016-2020
Story,"$50,000 to $59,999","1,470",292,2016-2020
Story,"$60,000 to $74,999","1,915",284,2016-2020
Story,"$75,000 to $99,999","2,802",333,2016-2020
Story,"$100,000 to $124,999","2,859",310,2016-2020
Story,"$125,000 to $149,999","2,123",279,2016-2020
Story,"$150,000 to $199,999","1,891",264,2016-2020
Story,"$200,000 or more","1,900",301,2016-2020
Tama,"Less than $10,000",162,50,2016-2020
Tama,"$10,000 to $14,999",90,47,2016-2020
Tama,"$15,000 to $19,999",78,43,2016-2020
Tama,"$20,000 to $24,999",99,36,2016-2020
Tama,"$25,000 to $29,999",224,90,2016-2020
Tama,"$30,000 to $34,999",173,52,2016-2020
Tama,"$35,000 to $39,999",114,45,2016-2020
Tama,"$40,000 to $44,999",156,51,2016-2020
Tama,"$45,000 to $49,999",211,52,2016-2020
Tama,"$50,000 to $59,999",474,113,2016-2020
Tama,"$60,000 to $74,999",515,97,2016-2020
Tama,"$75,000 to $99,999",877,114,2016-2020
Tama,"$100,000 to $124,999",511,127,2016-2020
Tama,"$125,000 to $149,999",271,58,2016-2020
Tama,"$150,000 to $199,999",276,69,2016-2020
Tama,"$200,000 or more",163,49,2016-2020
Taylor,"Less than $10,000",20,12,2016-2020
Taylor,"$10,000 to $14,999",5,6,2016-2020
Taylor,"$15,000 to $19,999",32,26,2016-2020
Taylor,"$20,000 to $24,999",35,19,2016-2020
Taylor,"$25,000 to $29,999",50,20,2016-2020
Taylor,"$30,000 to $34,999",86,38,2016-2020
Taylor,"$35,000 to $39,999",98,37,2016-2020
Taylor,"$40,000 to $44,999",70,30,2016-2020
Taylor,"$45,000 to $49,999",78,29,2016-2020
Taylor,"$50,000 to $59,999",140,54,2016-2020
Taylor,"$60,000 to $74,999",240,52,2016-2020
Taylor,"$75,000 to $99,999",281,57,2016-2020
Taylor,"$100,000 to $124,999",187,49,2016-2020
Taylor,"$125,000 to $149,999",62,29,2016-2020
Taylor,"$150,000 to $199,999",109,40,2016-2020
Taylor,"$200,000 or more",98,43,2016-2020
Union,"Less than $10,000",57,48,2016-2020
Union,"$10,000 to $14,999",79,49,2016-2020
Union,"$15,000 to $19,999",148,63,2016-2020
Union,"$20,000 to $24,999",138,65,2016-2020
Union,"$25,000 to $29,999",147,76,2016-2020
Union,"$30,000 to $34,999",140,72,2016-2020
Union,"$35,000 to $39,999",78,42,2016-2020
Union,"$40,000 to $44,999",130,54,2016-2020
Union,"$45,000 to $49,999",139,73,2016-2020
Union,"$50,000 to $59,999",218,59,2016-2020
Union,"$60,000 to $74,999",318,91,2016-2020
Union,"$75,000 to $99,999",634,150,2016-2020
Union,"$100,000 to $124,999",346,100,2016-2020
Union,"$125,000 to $149,999",262,81,2016-2020
Union,"$150,000 to $199,999",203,81,2016-2020
Union,"$200,000 or more",102,41,2016-2020
Van Buren,"Less than $10,000",78,50,2016-2020
Van Buren,"$10,000 to $14,999",17,17,2016-2020
Van Buren,"$15,000 to $19,999",65,33,2016-2020
Van Buren,"$20,000 to $24,999",50,25,2016-2020
Van Buren,"$25,000 to $29,999",125,53,2016-2020
Van Buren,"$30,000 to $34,999",110,38,2016-2020
Van Buren,"$35,000 to $39,999",55,32,2016-2020
Van Buren,"$40,000 to $44,999",104,36,2016-2020
Van Buren,"$45,000 to $49,999",149,45,2016-2020
Van Buren,"$50,000 to $59,999",179,55,2016-2020
Van Buren,"$60,000 to $74,999",262,68,2016-2020
Van Buren,"$75,000 to $99,999",350,68,2016-2020
Van Buren,"$100,000 to $124,999",136,43,2016-2020
Van Buren,"$125,000 to $149,999",114,37,2016-2020
Van Buren,"$150,000 to $199,999",70,29,2016-2020
Van Buren,"$200,000 or more",65,36,2016-2020
Wapello,"Less than $10,000",591,189,2016-2020
Wapello,"$10,000 to $14,999",331,122,2016-2020
Wapello,"$15,000 to $19,999",406,142,2016-2020
Wapello,"$20,000 to $24,999",387,157,2016-2020
Wapello,"$25,000 to $29,999",432,120,2016-2020
Wapello,"$30,000 to $34,999",439,114,2016-2020
Wapello,"$35,000 to $39,999",420,122,2016-2020
Wapello,"$40,000 to $44,999",484,149,2016-2020
Wapello,"$45,000 to $49,999",375,106,2016-2020
Wapello,"$50,000 to $59,999",939,188,2016-2020
Wapello,"$60,000 to $74,999","1,150",237,2016-2020
Wapello,"$75,000 to $99,999","1,186",172,2016-2020
Wapello,"$100,000 to $124,999",987,157,2016-2020
Wapello,"$125,000 to $149,999",553,163,2016-2020
Wapello,"$150,000 to $199,999",447,117,2016-2020
Wapello,"$200,000 or more",206,70,2016-2020
Warren,"Less than $10,000",226,103,2016-2020
Warren,"$10,000 to $14,999",168,82,2016-2020
Warren,"$15,000 to $19,999",281,138,2016-2020
Warren,"$20,000 to $24,999",148,120,2016-2020
Warren,"$25,000 to $29,999",200,63,2016-2020
Warren,"$30,000 to $34,999",223,79,2016-2020
Warren,"$35,000 to $39,999",349,129,2016-2020
Warren,"$40,000 to $44,999",311,75,2016-2020
Warren,"$45,000 to $49,999",311,118,2016-2020
Warren,"$50,000 to $59,999",884,162,2016-2020
Warren,"$60,000 to $74,999","1,409",237,2016-2020
Warren,"$75,000 to $99,999","2,607",279,2016-2020
Warren,"$100,000 to $124,999","2,054",260,2016-2020
Warren,"$125,000 to $149,999","1,560",230,2016-2020
Warren,"$150,000 to $199,999","1,519",231,2016-2020
Warren,"$200,000 or more","1,113",167,2016-2020
Washington,"Less than $10,000",177,84,2016-2020
Washington,"$10,000 to $14,999",101,53,2016-2020
Washington,"$15,000 to $19,999",94,45,2016-2020
Washington,"$20,000 to $24,999",159,80,2016-2020
Washington,"$25,000 to $29,999",168,60,2016-2020
Washington,"$30,000 to $34,999",110,45,2016-2020
Washington,"$35,000 to $39,999",257,80,2016-2020
Washington,"$40,000 to $44,999",296,111,2016-2020
Washington,"$45,000 to $49,999",269,98,2016-2020
Washington,"$50,000 to $59,999",618,178,2016-2020
Washington,"$60,000 to $74,999",893,148,2016-2020
Washington,"$75,000 to $99,999","1,188",183,2016-2020
Washington,"$100,000 to $124,999",912,189,2016-2020
Washington,"$125,000 to $149,999",459,112,2016-2020
Washington,"$150,000 to $199,999",316,79,2016-2020
Washington,"$200,000 or more",266,98,2016-2020
Wayne,"Less than $10,000",40,21,2016-2020
Wayne,"$10,000 to $14,999",54,29,2016-2020
Wayne,"$15,000 to $19,999",36,21,2016-2020
Wayne,"$20,000 to $24,999",68,29,2016-2020
Wayne,"$25,000 to $29,999",57,27,2016-2020
Wayne,"$30,000 to $34,999",93,29,2016-2020
Wayne,"$35,000 to $39,999",83,25,2016-2020
Wayne,"$40,000 to $44,999",115,44,2016-2020
Wayne,"$45,000 to $49,999",97,41,2016-2020
Wayne,"$50,000 to $59,999",149,43,2016-2020
Wayne,"$60,000 to $74,999",281,63,2016-2020
Wayne,"$75,000 to $99,999",244,64,2016-2020
Wayne,"$100,000 to $124,999",178,45,2016-2020
Wayne,"$125,000 to $149,999",80,42,2016-2020
Wayne,"$150,000 to $199,999",70,33,2016-2020
Wayne,"$200,000 or more",38,22,2016-2020
Webster,"Less than $10,000",481,173,2016-2020
Webster,"$10,000 to $14,999",156,73,2016-2020
Webster,"$15,000 to $19,999",245,113,2016-2020
Webster,"$20,000 to $24,999",459,120,2016-2020
Webster,"$25,000 to $29,999",316,122,2016-2020
Webster,"$30,000 to $34,999",492,167,2016-2020
Webster,"$35,000 to $39,999",352,130,2016-2020
Webster,"$40,000 to $44,999",221,78,2016-2020
Webster,"$45,000 to $49,999",349,110,2016-2020
Webster,"$50,000 to $59,999",658,160,2016-2020
Webster,"$60,000 to $74,999","1,234",217,2016-2020
Webster,"$75,000 to $99,999","1,615",281,2016-2020
Webster,"$100,000 to $124,999",974,203,2016-2020
Webster,"$125,000 to $149,999",574,151,2016-2020
Webster,"$150,000 to $199,999",455,117,2016-2020
Webster,"$200,000 or more",305,82,2016-2020
Winnebago,"Less than $10,000",33,27,2016-2020
Winnebago,"$10,000 to $14,999",43,42,2016-2020
Winnebago,"$15,000 to $19,999",47,28,2016-2020
Winnebago,"$20,000 to $24,999",44,26,2016-2020
Winnebago,"$25,000 to $29,999",167,76,2016-2020
Winnebago,"$30,000 to $34,999",76,30,2016-2020
Winnebago,"$35,000 to $39,999",101,43,2016-2020
Winnebago,"$40,000 to $44,999",162,65,2016-2020
Winnebago,"$45,000 to $49,999",212,98,2016-2020
Winnebago,"$50,000 to $59,999",147,52,2016-2020
Winnebago,"$60,000 to $74,999",313,104,2016-2020
Winnebago,"$75,000 to $99,999",552,134,2016-2020
Winnebago,"$100,000 to $124,999",325,83,2016-2020
Winnebago,"$125,000 to $149,999",209,54,2016-2020
Winnebago,"$150,000 to $199,999",128,47,2016-2020
Winnebago,"$200,000 or more",68,34,2016-2020
Winneshiek,"Less than $10,000",36,27,2016-2020
Winneshiek,"$10,000 to $14,999",34,29,2016-2020
Winneshiek,"$15,000 to $19,999",110,56,2016-2020
Winneshiek,"$20,000 to $24,999",195,80,2016-2020
Winneshiek,"$25,000 to $29,999",220,71,2016-2020
Winneshiek,"$30,000 to $34,999",202,85,2016-2020
Winneshiek,"$35,000 to $39,999",157,59,2016-2020
Winneshiek,"$40,000 to $44,999",121,57,2016-2020
Winneshiek,"$45,000 to $49,999",154,65,2016-2020
Winneshiek,"$50,000 to $59,999",470,117,2016-2020
Winneshiek,"$60,000 to $74,999",668,130,2016-2020
Winneshiek,"$75,000 to $99,999","1,151",157,2016-2020
Winneshiek,"$100,000 to $124,999",619,120,2016-2020
Winneshiek,"$125,000 to $149,999",526,125,2016-2020
Winneshiek,"$150,000 to $199,999",336,70,2016-2020
Winneshiek,"$200,000 or more",270,102,2016-2020
Woodbury,"Less than $10,000",949,298,2016-2020
Woodbury,"$10,000 to $14,999",534,135,2016-2020
Woodbury,"$15,000 to $19,999",876,191,2016-2020
Woodbury,"$20,000 to $24,999",820,250,2016-2020
Woodbury,"$25,000 to $29,999","1,132",256,2016-2020
Woodbury,"$30,000 to $34,999",996,254,2016-2020
Woodbury,"$35,000 to $39,999","1,099",229,2016-2020
Woodbury,"$40,000 to $44,999","1,065",227,2016-2020
Woodbury,"$45,000 to $49,999",993,292,2016-2020
Woodbury,"$50,000 to $59,999","2,091",392,2016-2020
Woodbury,"$60,000 to $74,999","2,876",357,2016-2020
Woodbury,"$75,000 to $99,999","4,188",396,2016-2020
Woodbury,"$100,000 to $124,999","3,406",415,2016-2020
Woodbury,"$125,000 to $149,999","1,913",263,2016-2020
Woodbury,"$150,000 to $199,999","1,639",320,2016-2020
Woodbury,"$200,000 or more","1,233",285,2016-2020
