County,Year,White Estimate,White ME,Black Estimate,Black ME,Native American Estimate,Native American ME,Asian Estimate,Asian ME,Pacific Estimate,Pacific ME,Other Estimate,Other ME,Two+ Estimate,Two+ ME
Monroe,2011,"7,587",113,11,11,2,4,45,69,0,13,129,128,228,124
Monroe,2012,"7,587",113,11,11,2,4,45,69,0,13,129,128,228,124
Monroe,2013,"7,587",113,11,11,2,4,45,69,0,13,129,128,228,124
Monroe,2014,"7,587",113,11,11,2,4,45,69,0,13,129,128,228,124
Monroe,2015,"7,587",113,11,11,2,4,45,69,0,13,129,128,228,124
Montgomery,2016,"9,615",105,15,27,116,104,9,15,0,16,29,37,232,62
Montgomery,2017,"9,615",105,15,27,116,104,9,15,0,16,29,37,232,62
Montgomery,2018,"9,615",105,15,27,116,104,9,15,0,16,29,37,232,62
Montgomery,2019,"9,615",105,15,27,116,104,9,15,0,16,29,37,232,62
Montgomery,2020,"9,615",105,15,27,116,104,9,15,0,16,29,37,232,62
Montgomery,2011,"10,032",85,0,15,19,26,3,7,0,15,136,83,275,78
Montgomery,2012,"10,032",85,0,15,19,26,3,7,0,15,136,83,275,78
Montgomery,2013,"10,032",85,0,15,19,26,3,7,0,15,136,83,275,78
Montgomery,2014,"10,032",85,0,15,19,26,3,7,0,15,136,83,275,78
Montgomery,2015,"10,032",85,0,15,19,26,3,7,0,15,136,83,275,78
Muscatine,2016,"37,967",425,"1,011",149,109,90,379,65,12,23,"1,576",364,"1,649",316
Muscatine,2017,"37,967",425,"1,011",149,109,90,379,65,12,23,"1,576",364,"1,649",316
Muscatine,2018,"37,967",425,"1,011",149,109,90,379,65,12,23,"1,576",364,"1,649",316
Muscatine,2019,"37,967",425,"1,011",149,109,90,379,65,12,23,"1,576",364,"1,649",316
Muscatine,2020,"37,967",425,"1,011",149,109,90,379,65,12,23,"1,576",364,"1,649",316
Muscatine,2011,"39,454",487,664,161,104,88,533,24,25,38,"1,028",408,"1,105",431
Muscatine,2012,"39,454",487,664,161,104,88,533,24,25,38,"1,028",408,"1,105",431
Muscatine,2013,"39,454",487,664,161,104,88,533,24,25,38,"1,028",408,"1,105",431
Muscatine,2014,"39,454",487,664,161,104,88,533,24,25,38,"1,028",408,"1,105",431
Muscatine,2015,"39,454",487,664,161,104,88,533,24,25,38,"1,028",408,"1,105",431
O'Brien,2016,"13,034",147,245,53,29,27,114,16,4,7,167,100,203,97
O'Brien,2017,"13,034",147,245,53,29,27,114,16,4,7,167,100,203,97
O'Brien,2018,"13,034",147,245,53,29,27,114,16,4,7,167,100,203,97
O'Brien,2019,"13,034",147,245,53,29,27,114,16,4,7,167,100,203,97
O'Brien,2020,"13,034",147,245,53,29,27,114,16,4,7,167,100,203,97
O'Brien,2011,"13,359",73,72,36,29,24,119,19,2,5,337,108,174,86
O'Brien,2012,"13,359",73,72,36,29,24,119,19,2,5,337,108,174,86
O'Brien,2013,"13,359",73,72,36,29,24,119,19,2,5,337,108,174,86
O'Brien,2014,"13,359",73,72,36,29,24,119,19,2,5,337,108,174,86
O'Brien,2015,"13,359",73,72,36,29,24,119,19,2,5,337,108,174,86
Osceola,2016,"5,608",83,55,27,13,11,26,22,3,4,96,67,215,80
Osceola,2017,"5,608",83,55,27,13,11,26,22,3,4,96,67,215,80
Osceola,2018,"5,608",83,55,27,13,11,26,22,3,4,96,67,215,80
Osceola,2019,"5,608",83,55,27,13,11,26,22,3,4,96,67,215,80
Osceola,2020,"5,608",83,55,27,13,11,26,22,3,4,96,67,215,80
Osceola,2011,"5,933",107,25,9,22,21,16,23,0,13,165,107,50,27
Osceola,2012,"5,933",107,25,9,22,21,16,23,0,13,165,107,50,27
Osceola,2013,"5,933",107,25,9,22,21,16,23,0,13,165,107,50,27
Osceola,2014,"5,933",107,25,9,22,21,16,23,0,13,165,107,50,27
Osceola,2015,"5,933",107,25,9,22,21,16,23,0,13,165,107,50,27
Page,2016,"14,189",99,340,107,52,31,160,19,26,30,51,68,387,116
Page,2017,"14,189",99,340,107,52,31,160,19,26,30,51,68,387,116
Page,2018,"14,189",99,340,107,52,31,160,19,26,30,51,68,387,116
Page,2019,"14,189",99,340,107,52,31,160,19,26,30,51,68,387,116
Page,2020,"14,189",99,340,107,52,31,160,19,26,30,51,68,387,116
Page,2011,"14,804",35,331,137,61,38,183,20,0,15,27,28,254,136
Page,2012,"14,804",35,331,137,61,38,183,20,0,15,27,28,254,136
Page,2013,"14,804",35,331,137,61,38,183,20,0,15,27,28,254,136
Page,2014,"14,804",35,331,137,61,38,183,20,0,15,27,28,254,136
Page,2015,"14,804",35,331,137,61,38,183,20,0,15,27,28,254,136
Palo Alto,2016,"8,439",105,134,75,32,42,13,14,0,14,31,29,292,116
Palo Alto,2017,"8,439",105,134,75,32,42,13,14,0,14,31,29,292,116
Palo Alto,2018,"8,439",105,134,75,32,42,13,14,0,14,31,29,292,116
Palo Alto,2019,"8,439",105,134,75,32,42,13,14,0,14,31,29,292,116
Palo Alto,2020,"8,439",105,134,75,32,42,13,14,0,14,31,29,292,116
Palo Alto,2011,"8,950",37,116,63,8,9,37,36,0,13,10,15,87,52
Palo Alto,2012,"8,950",37,116,63,8,9,37,36,0,13,10,15,87,52
Palo Alto,2013,"8,950",37,116,63,8,9,37,36,0,13,10,15,87,52
Palo Alto,2014,"8,950",37,116,63,8,9,37,36,0,13,10,15,87,52
Palo Alto,2015,"8,950",37,116,63,8,9,37,36,0,13,10,15,87,52
Plymouth,2016,"23,761",221,383,69,135,39,171,55,0,18,470,231,221,115
Plymouth,2017,"23,761",221,383,69,135,39,171,55,0,18,470,231,221,115
Plymouth,2018,"23,761",221,383,69,135,39,171,55,0,18,470,231,221,115
Plymouth,2019,"23,761",221,383,69,135,39,171,55,0,18,470,231,221,115
Plymouth,2020,"23,761",221,383,69,135,39,171,55,0,18,470,231,221,115
Plymouth,2011,"24,060",188,126,74,26,42,85,39,75,98,237,186,244,115
Plymouth,2012,"24,060",188,126,74,26,42,85,39,75,98,237,186,244,115
Plymouth,2013,"24,060",188,126,74,26,42,85,39,75,98,237,186,244,115
Plymouth,2014,"24,060",188,126,74,26,42,85,39,75,98,237,186,244,115
Plymouth,2015,"24,060",188,126,74,26,42,85,39,75,98,237,186,244,115
Pocahontas,2016,"6,455",36,28,34,11,21,54,62,32,45,43,33,102,66
Pocahontas,2017,"6,455",36,28,34,11,21,54,62,32,45,43,33,102,66
Pocahontas,2018,"6,455",36,28,34,11,21,54,62,32,45,43,33,102,66
Pocahontas,2019,"6,455",36,28,34,11,21,54,62,32,45,43,33,102,66
Pocahontas,2020,"6,455",36,28,34,11,21,54,62,32,45,43,33,102,66
Pocahontas,2011,"6,878",48,97,40,4,7,9,9,8,10,41,35,90,41
Pocahontas,2012,"6,878",48,97,40,4,7,9,9,8,10,41,35,90,41
Pocahontas,2013,"6,878",48,97,40,4,7,9,9,8,10,41,35,90,41
Pocahontas,2014,"6,878",48,97,40,4,7,9,9,8,10,41,35,90,41
Pocahontas,2015,"6,878",48,97,40,4,7,9,9,8,10,41,35,90,41
Polk,2016,"400,882","1,384","33,808","1,084","1,180",271,"23,235",598,417,88,"8,538","1,089","17,358","1,412"
Polk,2017,"400,882","1,384","33,808","1,084","1,180",271,"23,235",598,417,88,"8,538","1,089","17,358","1,412"
Polk,2018,"400,882","1,384","33,808","1,084","1,180",271,"23,235",598,417,88,"8,538","1,089","17,358","1,412"
Polk,2019,"400,882","1,384","33,808","1,084","1,180",271,"23,235",598,417,88,"8,538","1,089","17,358","1,412"
Polk,2020,"400,882","1,384","33,808","1,084","1,180",271,"23,235",598,417,88,"8,538","1,089","17,358","1,412"
Polk,2011,"386,251","1,341","28,241",776,"1,203",453,"17,835",456,307,56,"6,814","1,108","11,718","1,112"
Polk,2012,"386,251","1,341","28,241",776,"1,203",453,"17,835",456,307,56,"6,814","1,108","11,718","1,112"
Polk,2013,"386,251","1,341","28,241",776,"1,203",453,"17,835",456,307,56,"6,814","1,108","11,718","1,112"
Polk,2014,"386,251","1,341","28,241",776,"1,203",453,"17,835",456,307,56,"6,814","1,108","11,718","1,112"
Polk,2015,"386,251","1,341","28,241",776,"1,203",453,"17,835",456,307,56,"6,814","1,108","11,718","1,112"
Pottawattamie,2016,"86,673",563,"1,561",246,365,117,723,228,11,20,"1,564",519,"2,581",465
Pottawattamie,2017,"86,673",563,"1,561",246,365,117,723,228,11,20,"1,564",519,"2,581",465
Pottawattamie,2018,"86,673",563,"1,561",246,365,117,723,228,11,20,"1,564",519,"2,581",465
Pottawattamie,2019,"86,673",563,"1,561",246,365,117,723,228,11,20,"1,564",519,"2,581",465
Pottawattamie,2020,"86,673",563,"1,561",246,365,117,723,228,11,20,"1,564",519,"2,581",465
Pottawattamie,2011,"88,038",383,"1,200",186,291,105,574,148,6,9,"1,160",358,"1,944",273
Pottawattamie,2012,"88,038",383,"1,200",186,291,105,574,148,6,9,"1,160",358,"1,944",273
Pottawattamie,2013,"88,038",383,"1,200",186,291,105,574,148,6,9,"1,160",358,"1,944",273
Pottawattamie,2014,"88,038",383,"1,200",186,291,105,574,148,6,9,"1,160",358,"1,944",273
Pottawattamie,2015,"88,038",383,"1,200",186,291,105,574,148,6,9,"1,160",358,"1,944",273
Poweshiek,2016,"17,162",97,245,86,2,6,423,34,0,16,100,60,459,112
Poweshiek,2017,"17,162",97,245,86,2,6,423,34,0,16,100,60,459,112
Poweshiek,2018,"17,162",97,245,86,2,6,423,34,0,16,100,60,459,112
Poweshiek,2019,"17,162",97,245,86,2,6,423,34,0,16,100,60,459,112
Poweshiek,2020,"17,162",97,245,86,2,6,423,34,0,16,100,60,459,112
Poweshiek,2011,"17,738",61,217,40,24,24,391,84,21,29,47,46,267,95
Poweshiek,2012,"17,738",61,217,40,24,24,391,84,21,29,47,46,267,95
Poweshiek,2013,"17,738",61,217,40,24,24,391,84,21,29,47,46,267,95
Poweshiek,2014,"17,738",61,217,40,24,24,391,84,21,29,47,46,267,95
Poweshiek,2015,"17,738",61,217,40,24,24,391,84,21,29,47,46,267,95
Ringgold,2016,"4,708",36,5,9,10,11,38,33,0,10,99,36,62,30
Ringgold,2017,"4,708",36,5,9,10,11,38,33,0,10,99,36,62,30
Ringgold,2018,"4,708",36,5,9,10,11,38,33,0,10,99,36,62,30
Ringgold,2019,"4,708",36,5,9,10,11,38,33,0,10,99,36,62,30
Ringgold,2020,"4,708",36,5,9,10,11,38,33,0,10,99,36,62,30
Ringgold,2011,"4,949",27,12,11,28,21,24,17,0,13,1,2,47,31
Ringgold,2012,"4,949",27,12,11,28,21,24,17,0,13,1,2,47,31
Ringgold,2013,"4,949",27,12,11,28,21,24,17,0,13,1,2,47,31
Ringgold,2014,"4,949",27,12,11,28,21,24,17,0,13,1,2,47,31
Ringgold,2015,"4,949",27,12,11,28,21,24,17,0,13,1,2,47,31
Sac,2016,"9,452",47,70,58,0,14,38,34,0,14,53,46,98,46
Sac,2017,"9,452",47,70,58,0,14,38,34,0,14,53,46,98,46
Sac,2018,"9,452",47,70,58,0,14,38,34,0,14,53,46,98,46
Sac,2019,"9,452",47,70,58,0,14,38,34,0,14,53,46,98,46
Sac,2020,"9,452",47,70,58,0,14,38,34,0,14,53,46,98,46
Sac,2011,"9,889",30,71,37,2,4,0,15,3,5,32,27,104,37
Sac,2012,"9,889",30,71,37,2,4,0,15,3,5,32,27,104,37
Sac,2013,"9,889",30,71,37,2,4,0,15,3,5,32,27,104,37
Sac,2014,"9,889",30,71,37,2,4,0,15,3,5,32,27,104,37
Sac,2015,"9,889",30,71,37,2,4,0,15,3,5,32,27,104,37
Scott,2016,"145,722",546,"12,765",689,505,158,"4,827",252,21,25,"1,509",425,"7,589",845
Scott,2017,"145,722",546,"12,765",689,505,158,"4,827",252,21,25,"1,509",425,"7,589",845
Scott,2018,"145,722",546,"12,765",689,505,158,"4,827",252,21,25,"1,509",425,"7,589",845
Scott,2019,"145,722",546,"12,765",689,505,158,"4,827",252,21,25,"1,509",425,"7,589",845
Scott,2020,"145,722",546,"12,765",689,505,158,"4,827",252,21,25,"1,509",425,"7,589",845
Scott,2011,"146,516",552,"13,115",560,434,143,"3,892",220,16,19,"1,679",419,"4,342",736
Scott,2012,"146,516",552,"13,115",560,434,143,"3,892",220,16,19,"1,679",419,"4,342",736
Scott,2013,"146,516",552,"13,115",560,434,143,"3,892",220,16,19,"1,679",419,"4,342",736
Scott,2014,"146,516",552,"13,115",560,434,143,"3,892",220,16,19,"1,679",419,"4,342",736
Scott,2015,"146,516",552,"13,115",560,434,143,"3,892",220,16,19,"1,679",419,"4,342",736
Shelby,2016,"11,094",61,115,76,20,31,37,68,0,16,131,57,147,86
Shelby,2017,"11,094",61,115,76,20,31,37,68,0,16,131,57,147,86
Shelby,2018,"11,094",61,115,76,20,31,37,68,0,16,131,57,147,86
Shelby,2019,"11,094",61,115,76,20,31,37,68,0,16,131,57,147,86
Shelby,2020,"11,094",61,115,76,20,31,37,68,0,16,131,57,147,86
Shelby,2011,"11,521",61,23,15,13,15,58,14,0,15,203,84,174,45
Shelby,2012,"11,521",61,23,15,13,15,58,14,0,15,203,84,174,45
Shelby,2013,"11,521",61,23,15,13,15,58,14,0,15,203,84,174,45
Shelby,2014,"11,521",61,23,15,13,15,58,14,0,15,203,84,174,45
Shelby,2015,"11,521",61,23,15,13,15,58,14,0,15,203,84,174,45
Sioux,2016,"32,621",315,143,49,92,82,206,82,16,18,787,287,"1,035",264
Sioux,2017,"32,621",315,143,49,92,82,206,82,16,18,787,287,"1,035",264
Sioux,2018,"32,621",315,143,49,92,82,206,82,16,18,787,287,"1,035",264
Sioux,2019,"32,621",315,143,49,92,82,206,82,16,18,787,287,"1,035",264
Sioux,2020,"32,621",315,143,49,92,82,206,82,16,18,787,287,"1,035",264
Sioux,2011,"31,934",355,150,34,86,41,254,49,6,11,"1,701",369,378,96
Sioux,2012,"31,934",355,150,34,86,41,254,49,6,11,"1,701",369,378,96
Sioux,2013,"31,934",355,150,34,86,41,254,49,6,11,"1,701",369,378,96
Sioux,2014,"31,934",355,150,34,86,41,254,49,6,11,"1,701",369,378,96
Sioux,2015,"31,934",355,150,34,86,41,254,49,6,11,"1,701",369,378,96
Story,2016,"82,952",470,"2,119",311,145,41,"7,825",278,0,23,"1,106",298,"3,208",547
Story,2017,"82,952",470,"2,119",311,145,41,"7,825",278,0,23,"1,106",298,"3,208",547
Story,2018,"82,952",470,"2,119",311,145,41,"7,825",278,0,23,"1,106",298,"3,208",547
Story,2019,"82,952",470,"2,119",311,145,41,"7,825",278,0,23,"1,106",298,"3,208",547
Story,2020,"82,952",470,"2,119",311,145,41,"7,825",278,0,23,"1,106",298,"3,208",547
Story,2011,"82,374",160,"2,274",248,173,112,"6,132",361,31,36,317,87,"2,285",442
Story,2012,"82,374",160,"2,274",248,173,112,"6,132",361,31,36,317,87,"2,285",442
Story,2013,"82,374",160,"2,274",248,173,112,"6,132",361,31,36,317,87,"2,285",442
Story,2014,"82,374",160,"2,274",248,173,112,"6,132",361,31,36,317,87,"2,285",442
Story,2015,"82,374",160,"2,274",248,173,112,"6,132",361,31,36,317,87,"2,285",442
Tama,2016,"14,720",157,106,42,"1,354",103,57,46,6,15,130,94,589,85
Tama,2017,"14,720",157,106,42,"1,354",103,57,46,6,15,130,94,589,85
Tama,2018,"14,720",157,106,42,"1,354",103,57,46,6,15,130,94,589,85
Tama,2019,"14,720",157,106,42,"1,354",103,57,46,6,15,130,94,589,85
Tama,2020,"14,720",157,106,42,"1,354",103,57,46,6,15,130,94,589,85
Tama,2011,"15,501",165,89,28,"1,273",75,46,25,5,7,225,123,340,84
Tama,2012,"15,501",165,89,28,"1,273",75,46,25,5,7,225,123,340,84
Tama,2013,"15,501",165,89,28,"1,273",75,46,25,5,7,225,123,340,84
Tama,2014,"15,501",165,89,28,"1,273",75,46,25,5,7,225,123,340,84
Tama,2015,"15,501",165,89,28,"1,273",75,46,25,5,7,225,123,340,84
Taylor,2016,"5,808",71,1,2,9,12,9,13,0,14,155,77,178,65
Taylor,2017,"5,808",71,1,2,9,12,9,13,0,14,155,77,178,65
Taylor,2018,"5,808",71,1,2,9,12,9,13,0,14,155,77,178,65
Taylor,2019,"5,808",71,1,2,9,12,9,13,0,14,155,77,178,65
Taylor,2020,"5,808",71,1,2,9,12,9,13,0,14,155,77,178,65
Taylor,2011,"5,957",107,13,9,18,15,38,16,0,13,108,104,79,51
Taylor,2012,"5,957",107,13,9,18,15,38,16,0,13,108,104,79,51
Taylor,2013,"5,957",107,13,9,18,15,38,16,0,13,108,104,79,51
Taylor,2014,"5,957",107,13,9,18,15,38,16,0,13,108,104,79,51
Taylor,2015,"5,957",107,13,9,18,15,38,16,0,13,108,104,79,51
Union,2016,"11,779",71,21,32,0,16,204,86,8,16,116,70,175,75
Union,2017,"11,779",71,21,32,0,16,204,86,8,16,116,70,175,75
Union,2018,"11,779",71,21,32,0,16,204,86,8,16,116,70,175,75
Union,2019,"11,779",71,21,32,0,16,204,86,8,16,116,70,175,75
Union,2020,"11,779",71,21,32,0,16,204,86,8,16,116,70,175,75
Union,2011,"12,244",28,124,85,51,34,42,34,14,28,1,2,99,66
Union,2012,"12,244",28,124,85,51,34,42,34,14,28,1,2,99,66
Union,2013,"12,244",28,124,85,51,34,42,34,14,28,1,2,99,66
Union,2014,"12,244",28,124,85,51,34,42,34,14,28,1,2,99,66
Union,2015,"12,244",28,124,85,51,34,42,34,14,28,1,2,99,66
Van Buren,2016,"6,914",36,21,11,0,14,34,24,0,14,25,30,110,26
Van Buren,2017,"6,914",36,21,11,0,14,34,24,0,14,25,30,110,26
Van Buren,2018,"6,914",36,21,11,0,14,34,24,0,14,25,30,110,26
Van Buren,2019,"6,914",36,21,11,0,14,34,24,0,14,25,30,110,26
Van Buren,2020,"6,914",36,21,11,0,14,34,24,0,14,25,30,110,26
Van Buren,2011,"7,278",30,45,42,9,10,18,17,0,13,6,10,76,22
Van Buren,2012,"7,278",30,45,42,9,10,18,17,0,13,6,10,76,22
Van Buren,2013,"7,278",30,45,42,9,10,18,17,0,13,6,10,76,22
Van Buren,2014,"7,278",30,45,42,9,10,18,17,0,13,6,10,76,22
Van Buren,2015,"7,278",30,45,42,9,10,18,17,0,13,6,10,76,22
Wapello,2016,"30,517",365,"1,298",145,86,83,507,71,303,19,"1,322",331,"1,069",245
Wapello,2017,"30,517",365,"1,298",145,86,83,507,71,303,19,"1,322",331,"1,069",245
Wapello,2018,"30,517",365,"1,298",145,86,83,507,71,303,19,"1,322",331,"1,069",245
Wapello,2019,"30,517",365,"1,298",145,86,83,507,71,303,19,"1,322",331,"1,069",245
Wapello,2020,"30,517",365,"1,298",145,86,83,507,71,303,19,"1,322",331,"1,069",245
Wapello,2011,"32,494",414,728,111,55,48,317,35,7,11,"1,239",415,475,113
Wapello,2012,"32,494",414,728,111,55,48,317,35,7,11,"1,239",415,475,113
Wapello,2013,"32,494",414,728,111,55,48,317,35,7,11,"1,239",415,475,113
Wapello,2014,"32,494",414,728,111,55,48,317,35,7,11,"1,239",415,475,113
Wapello,2015,"32,494",414,728,111,55,48,317,35,7,11,"1,239",415,475,113
Warren,2016,"48,594",164,301,172,24,30,388,88,141,123,325,153,"1,094",231
Warren,2017,"48,594",164,301,172,24,30,388,88,141,123,325,153,"1,094",231
Warren,2018,"48,594",164,301,172,24,30,388,88,141,123,325,153,"1,094",231
Warren,2019,"48,594",164,301,172,24,30,388,88,141,123,325,153,"1,094",231
Warren,2020,"48,594",164,301,172,24,30,388,88,141,123,325,153,"1,094",231
Warren,2011,"46,034",111,239,113,98,76,183,51,51,77,177,83,760,126
Warren,2012,"46,034",111,239,113,98,76,183,51,51,77,177,83,760,126
Warren,2013,"46,034",111,239,113,98,76,183,51,51,77,177,83,760,126
Warren,2014,"46,034",111,239,113,98,76,183,51,51,77,177,83,760,126
Warren,2015,"46,034",111,239,113,98,76,183,51,51,77,177,83,760,126
Washington,2016,"20,790",266,147,48,45,30,97,31,6,7,579,264,436,68
Washington,2017,"20,790",266,147,48,45,30,97,31,6,7,579,264,436,68
Washington,2018,"20,790",266,147,48,45,30,97,31,6,7,579,264,436,68
Washington,2019,"20,790",266,147,48,45,30,97,31,6,7,579,264,436,68
Washington,2020,"20,790",266,147,48,45,30,97,31,6,7,579,264,436,68
Washington,2011,"21,112",179,183,77,2,3,101,45,12,18,255,140,352,104
Washington,2012,"21,112",179,183,77,2,3,101,45,12,18,255,140,352,104
Washington,2013,"21,112",179,183,77,2,3,101,45,12,18,255,140,352,104
Washington,2014,"21,112",179,183,77,2,3,101,45,12,18,255,140,352,104
Washington,2015,"21,112",179,183,77,2,3,101,45,12,18,255,140,352,104
Wayne,2016,"6,165",77,12,12,31,28,5,12,0,14,35,30,178,85
Wayne,2017,"6,165",77,12,12,31,28,5,12,0,14,35,30,178,85
Wayne,2018,"6,165",77,12,12,31,28,5,12,0,14,35,30,178,85
Wayne,2019,"6,165",77,12,12,31,28,5,12,0,14,35,30,178,85
Wayne,2020,"6,165",77,12,12,31,28,5,12,0,14,35,30,178,85
Wayne,2011,"6,235",53,30,15,20,20,4,6,0,13,0,13,95,49
Wayne,2012,"6,235",53,30,15,20,20,4,6,0,13,0,13,95,49
Wayne,2013,"6,235",53,30,15,20,20,4,6,0,13,0,13,95,49
Wayne,2014,"6,235",53,30,15,20,20,4,6,0,13,0,13,95,49
Wayne,2015,"6,235",53,30,15,20,20,4,6,0,13,0,13,95,49
Webster,2016,"32,516",278,"1,567",163,114,43,494,19,5,5,573,256,"1,079",139
Webster,2017,"32,516",278,"1,567",163,114,43,494,19,5,5,573,256,"1,079",139
Webster,2018,"32,516",278,"1,567",163,114,43,494,19,5,5,573,256,"1,079",139
Webster,2019,"32,516",278,"1,567",163,114,43,494,19,5,5,573,256,"1,079",139
Webster,2020,"32,516",278,"1,567",163,114,43,494,19,5,5,573,256,"1,079",139
Webster,2011,"34,283",196,"1,604",156,144,51,406,37,0,20,276,146,582,156
Webster,2012,"34,283",196,"1,604",156,144,51,406,37,0,20,276,146,582,156
Webster,2013,"34,283",196,"1,604",156,144,51,406,37,0,20,276,146,582,156
Webster,2014,"34,283",196,"1,604",156,144,51,406,37,0,20,276,146,582,156
Webster,2015,"34,283",196,"1,604",156,144,51,406,37,0,20,276,146,582,156
Winnebago,2016,"9,920",62,162,57,31,47,132,8,0,16,82,59,147,76
Winnebago,2017,"9,920",62,162,57,31,47,132,8,0,16,82,59,147,76
Winnebago,2018,"9,920",62,162,57,31,47,132,8,0,16,82,59,147,76
Winnebago,2019,"9,920",62,162,57,31,47,132,8,0,16,82,59,147,76
Winnebago,2020,"9,920",62,162,57,31,47,132,8,0,16,82,59,147,76
Winnebago,2011,"10,168",76,98,60,80,62,115,12,1,2,38,30,114,65
Winnebago,2012,"10,168",76,98,60,80,62,115,12,1,2,38,30,114,65
Winnebago,2013,"10,168",76,98,60,80,62,115,12,1,2,38,30,114,65
Winnebago,2014,"10,168",76,98,60,80,62,115,12,1,2,38,30,114,65
Winnebago,2015,"10,168",76,98,60,80,62,115,12,1,2,38,30,114,65
Winneshiek,2016,"19,347",85,183,97,67,69,183,78,2,5,154,81,154,80
Winneshiek,2017,"19,347",85,183,97,67,69,183,78,2,5,154,81,154,80
Winneshiek,2018,"19,347",85,183,97,67,69,183,78,2,5,154,81,154,80
Winneshiek,2019,"19,347",85,183,97,67,69,183,78,2,5,154,81,154,80
Winneshiek,2020,"19,347",85,183,97,67,69,183,78,2,5,154,81,154,80
Winneshiek,2011,"20,189",81,198,22,62,60,259,79,0,17,62,59,114,63
Winneshiek,2012,"20,189",81,198,22,62,60,259,79,0,17,62,59,114,63
Winneshiek,2013,"20,189",81,198,22,62,60,259,79,0,17,62,59,114,63
Winneshiek,2014,"20,189",81,198,22,62,60,259,79,0,17,62,59,114,63
Winneshiek,2015,"20,189",81,198,22,62,60,259,79,0,17,62,59,114,63
Woodbury,2016,"85,615",812,"3,860",535,"1,872",331,"2,664",212,413,60,"2,669",666,"5,594",903
Woodbury,2017,"85,615",812,"3,860",535,"1,872",331,"2,664",212,413,60,"2,669",666,"5,594",903
Woodbury,2018,"85,615",812,"3,860",535,"1,872",331,"2,664",212,413,60,"2,669",666,"5,594",903
Woodbury,2019,"85,615",812,"3,860",535,"1,872",331,"2,664",212,413,60,"2,669",666,"5,594",903
Woodbury,2020,"85,615",812,"3,860",535,"1,872",331,"2,664",212,413,60,"2,669",666,"5,594",903
Woodbury,2011,"87,371",838,"2,862",303,"1,859",242,"2,681",158,20,32,"4,728",791,"3,009",561
Woodbury,2012,"87,371",838,"2,862",303,"1,859",242,"2,681",158,20,32,"4,728",791,"3,009",561
Woodbury,2013,"87,371",838,"2,862",303,"1,859",242,"2,681",158,20,32,"4,728",791,"3,009",561
Woodbury,2014,"87,371",838,"2,862",303,"1,859",242,"2,681",158,20,32,"4,728",791,"3,009",561
Woodbury,2015,"87,371",838,"2,862",303,"1,859",242,"2,681",158,20,32,"4,728",791,"3,009",561
Worth,2016,"7,065",45,60,32,0,14,31,17,2,3,39,29,225,59
Worth,2017,"7,065",45,60,32,0,14,31,17,2,3,39,29,225,59
Worth,2018,"7,065",45,60,32,0,14,31,17,2,3,39,29,225,59
Worth,2019,"7,065",45,60,32,0,14,31,17,2,3,39,29,225,59
Worth,2020,"7,065",45,60,32,0,14,31,17,2,3,39,29,225,59
Worth,2011,"7,351",33,73,34,10,11,12,8,0,13,19,18,98,42
Worth,2012,"7,351",33,73,34,10,11,12,8,0,13,19,18,98,42
Worth,2013,"7,351",33,73,34,10,11,12,8,0,13,19,18,98,42
Worth,2014,"7,351",33,73,34,10,11,12,8,0,13,19,18,98,42
Worth,2015,"7,351",33,73,34,10,11,12,8,0,13,19,18,98,42
Wright,2016,"11,829",236,19,23,2,5,12,15,0,16,380,216,402,121
Wright,2017,"11,829",236,19,23,2,5,12,15,0,16,380,216,402,121
Wright,2018,"11,829",236,19,23,2,5,12,15,0,16,380,216,402,121
Wright,2019,"11,829",236,19,23,2,5,12,15,0,16,380,216,402,121
Wright,2020,"11,829",236,19,23,2,5,12,15,0,16,380,216,402,121
Wright,2011,"12,247",180,49,30,31,37,65,14,14,22,367,180,163,42
Wright,2012,"12,247",180,49,30,31,37,65,14,14,22,367,180,163,42
Wright,2013,"12,247",180,49,30,31,37,65,14,14,22,367,180,163,42
Wright,2014,"12,247",180,49,30,31,37,65,14,14,22,367,180,163,42
Wright,2015,"12,247",180,49,30,31,37,65,14,14,22,367,180,163,42
