County,Poverty ,Year,Middle-Old,Middle-Young,Old,Young,Population,White Estimate,White ME,Black Estimate,Black ME,Native American Estimate,Native American ME,Asian Estimate,Asian ME,Pacific Estimate,Pacific ME,Other Estimate,Other ME,Two+ Estimate,Two+ ME,HighIncome,LowIncome,MidIncome
Jackson,11.90,2020.00,4148.00,3130.00,5376.00,1846.00,19205.00,18675.00,52.00,138.00,106.00,3.00,5.00,82.00,26.00,106.00,150.00,43.00,50.00,301.00,149.00,1094.00,1248.00,3133.00
Jasper,9.10,2016.00,7538.00,6813.00,9606.00,3722.00,36722.00,35237.00,105.00,555.00,163.00,86.00,40.00,211.00,84.00,0.00,21.00,99.00,57.00,844.00,219.00,1822.00,2103.00,6085.00
Jasper,9.10,2017.00,7538.00,6813.00,9606.00,3722.00,36997.00,35237.00,105.00,555.00,163.00,86.00,40.00,211.00,84.00,0.00,21.00,99.00,57.00,844.00,219.00,1822.00,2103.00,6085.00
Jasper,9.10,2018.00,7538.00,6813.00,9606.00,3722.00,37121.00,35237.00,105.00,555.00,163.00,86.00,40.00,211.00,84.00,0.00,21.00,99.00,57.00,844.00,219.00,1822.00,2103.00,6085.00
Jasper,9.10,2019.00,7538.00,6813.00,9606.00,3722.00,37171.00,35237.00,105.00,555.00,163.00,86.00,40.00,211.00,84.00,0.00,21.00,99.00,57.00,844.00,219.00,1822.00,2103.00,6085.00
Jasper,9.10,2020.00,7538.00,6813.00,9606.00,3722.00,37148.00,35237.00,105.00,555.00,163.00,86.00,40.00,211.00,84.00,0.00,21.00,99.00,57.00,844.00,219.00,1822.00,2103.00,6085.00
Jefferson,13.20,2016.00,3207.00,3153.00,5433.00,2352.00,18027.00,15206.00,54.00,432.00,130.00,8.00,17.00,2037.00,316.00,0.00,16.00,103.00,67.00,367.00,353.00,482.00,1139.00,2213.00
Jefferson,13.20,2017.00,3207.00,3153.00,5433.00,2352.00,18108.00,15206.00,54.00,432.00,130.00,8.00,17.00,2037.00,316.00,0.00,16.00,103.00,67.00,367.00,353.00,482.00,1139.00,2213.00
Jefferson,13.20,2018.00,3207.00,3153.00,5433.00,2352.00,18102.00,15206.00,54.00,432.00,130.00,8.00,17.00,2037.00,316.00,0.00,16.00,103.00,67.00,367.00,353.00,482.00,1139.00,2213.00
Jefferson,13.20,2019.00,3207.00,3153.00,5433.00,2352.00,18180.00,15206.00,54.00,432.00,130.00,8.00,17.00,2037.00,316.00,0.00,16.00,103.00,67.00,367.00,353.00,482.00,1139.00,2213.00
Jefferson,13.20,2020.00,3207.00,3153.00,5433.00,2352.00,18347.00,15206.00,54.00,432.00,130.00,8.00,17.00,2037.00,316.00,0.00,16.00,103.00,67.00,367.00,353.00,482.00,1139.00,2213.00
Johnson,17.20,2016.00,22994.00,28627.00,24734.00,30962.00,147167.00,121694.00,739.00,11509.00,584.00,271.00,97.00,9346.00,440.00,74.00,42.00,2510.00,553.00,5415.00,693.00,10926.00,5407.00,16367.00
Johnson,17.20,2017.00,22994.00,28627.00,24734.00,30962.00,149703.00,121694.00,739.00,11509.00,584.00,271.00,97.00,9346.00,440.00,74.00,42.00,2510.00,553.00,5415.00,693.00,10926.00,5407.00,16367.00
Johnson,17.20,2018.00,22994.00,28627.00,24734.00,30962.00,151003.00,121694.00,739.00,11509.00,584.00,271.00,97.00,9346.00,440.00,74.00,42.00,2510.00,553.00,5415.00,693.00,10926.00,5407.00,16367.00
Johnson,17.20,2019.00,22994.00,28627.00,24734.00,30962.00,152480.00,121694.00,739.00,11509.00,584.00,271.00,97.00,9346.00,440.00,74.00,42.00,2510.00,553.00,5415.00,693.00,10926.00,5407.00,16367.00
Johnson,17.20,2020.00,22994.00,28627.00,24734.00,30962.00,153740.00,121694.00,739.00,11509.00,584.00,271.00,97.00,9346.00,440.00,74.00,42.00,2510.00,553.00,5415.00,693.00,10926.00,5407.00,16367.00
Jones,9.50,2016.00,4240.00,3706.00,5677.00,2016.00,20385.00,19442.00,167.00,453.00,178.00,37.00,31.00,183.00,192.00,0.00,18.00,0.00,18.00,460.00,196.00,912.00,1116.00,3203.00
Jones,9.50,2017.00,4240.00,3706.00,5677.00,2016.00,20610.00,19442.00,167.00,453.00,178.00,37.00,31.00,183.00,192.00,0.00,18.00,0.00,18.00,460.00,196.00,912.00,1116.00,3203.00
Jones,9.50,2018.00,4240.00,3706.00,5677.00,2016.00,20627.00,19442.00,167.00,453.00,178.00,37.00,31.00,183.00,192.00,0.00,18.00,0.00,18.00,460.00,196.00,912.00,1116.00,3203.00
Jones,9.50,2019.00,4240.00,3706.00,5677.00,2016.00,20634.00,19442.00,167.00,453.00,178.00,37.00,31.00,183.00,192.00,0.00,18.00,0.00,18.00,460.00,196.00,912.00,1116.00,3203.00
Jones,9.50,2020.00,4240.00,3706.00,5677.00,2016.00,20617.00,19442.00,167.00,453.00,178.00,37.00,31.00,183.00,192.00,0.00,18.00,0.00,18.00,460.00,196.00,912.00,1116.00,3203.00
Keokuk,12.30,2016.00,1904.00,1611.00,3033.00,949.00,10171.00,9882.00,35.00,40.00,25.00,9.00,9.00,12.00,13.00,2.00,3.00,77.00,32.00,141.00,25.00,449.00,617.00,1585.00
Keokuk,12.30,2017.00,1904.00,1611.00,3033.00,949.00,10144.00,9882.00,35.00,40.00,25.00,9.00,9.00,12.00,13.00,2.00,3.00,77.00,32.00,141.00,25.00,449.00,617.00,1585.00
Keokuk,12.30,2018.00,1904.00,1611.00,3033.00,949.00,10221.00,9882.00,35.00,40.00,25.00,9.00,9.00,12.00,13.00,2.00,3.00,77.00,32.00,141.00,25.00,449.00,617.00,1585.00
Keokuk,12.30,2019.00,1904.00,1611.00,3033.00,949.00,10192.00,9882.00,35.00,40.00,25.00,9.00,9.00,12.00,13.00,2.00,3.00,77.00,32.00,141.00,25.00,449.00,617.00,1585.00
Keokuk,12.30,2020.00,1904.00,1611.00,3033.00,949.00,10085.00,9882.00,35.00,40.00,25.00,9.00,9.00,12.00,13.00,2.00,3.00,77.00,32.00,141.00,25.00,449.00,617.00,1585.00
Kossuth,11.30,2016.00,2656.00,2265.00,4756.00,1557.00,15104.00,14308.00,72.00,174.00,44.00,23.00,13.00,89.00,21.00,1.00,3.00,67.00,45.00,202.00,81.00,733.00,898.00,2388.00
Kossuth,11.30,2017.00,2656.00,2265.00,4756.00,1557.00,14935.00,14308.00,72.00,174.00,44.00,23.00,13.00,89.00,21.00,1.00,3.00,67.00,45.00,202.00,81.00,733.00,898.00,2388.00
Kossuth,11.30,2018.00,2656.00,2265.00,4756.00,1557.00,14834.00,14308.00,72.00,174.00,44.00,23.00,13.00,89.00,21.00,1.00,3.00,67.00,45.00,202.00,81.00,733.00,898.00,2388.00
Kossuth,11.30,2019.00,2656.00,2265.00,4756.00,1557.00,14769.00,14308.00,72.00,174.00,44.00,23.00,13.00,89.00,21.00,1.00,3.00,67.00,45.00,202.00,81.00,733.00,898.00,2388.00
Kossuth,11.30,2020.00,2656.00,2265.00,4756.00,1557.00,14680.00,14308.00,72.00,174.00,44.00,23.00,13.00,89.00,21.00,1.00,3.00,67.00,45.00,202.00,81.00,733.00,898.00,2388.00
Lee,12.40,2016.00,6766.00,5719.00,9525.00,3564.00,34441.00,31637.00,141.00,1015.00,128.00,92.00,42.00,216.00,88.00,6.00,9.00,141.00,88.00,839.00,194.00,1316.00,2437.00,5635.00
Lee,12.40,2017.00,6766.00,5719.00,9525.00,3564.00,34239.00,31637.00,141.00,1015.00,128.00,92.00,42.00,216.00,88.00,6.00,9.00,141.00,88.00,839.00,194.00,1316.00,2437.00,5635.00
Lee,12.40,2018.00,6766.00,5719.00,9525.00,3564.00,33929.00,31637.00,141.00,1015.00,128.00,92.00,42.00,216.00,88.00,6.00,9.00,141.00,88.00,839.00,194.00,1316.00,2437.00,5635.00
Lee,12.40,2019.00,6766.00,5719.00,9525.00,3564.00,33641.00,31637.00,141.00,1015.00,128.00,92.00,42.00,216.00,88.00,6.00,9.00,141.00,88.00,839.00,194.00,1316.00,2437.00,5635.00
Lee,12.40,2020.00,6766.00,5719.00,9525.00,3564.00,33480.00,31637.00,141.00,1015.00,128.00,92.00,42.00,216.00,88.00,6.00,9.00,141.00,88.00,839.00,194.00,1316.00,2437.00,5635.00
Linn,9.40,2016.00,43289.00,44228.00,49193.00,27782.00,222299.00,197384.00,693.00,12595.00,790.00,429.00,236.00,5114.00,353.00,352.00,41.00,1429.00,519.00,8298.00,930.00,16295.00,9365.00,31427.00
Linn,9.40,2017.00,43289.00,44228.00,49193.00,27782.00,224553.00,197384.00,693.00,12595.00,790.00,429.00,236.00,5114.00,353.00,352.00,41.00,1429.00,519.00,8298.00,930.00,16295.00,9365.00,31427.00
Linn,9.40,2018.00,43289.00,44228.00,49193.00,27782.00,226060.00,197384.00,693.00,12595.00,790.00,429.00,236.00,5114.00,353.00,352.00,41.00,1429.00,519.00,8298.00,930.00,16295.00,9365.00,31427.00
Linn,9.40,2019.00,43289.00,44228.00,49193.00,27782.00,227241.00,197384.00,693.00,12595.00,790.00,429.00,236.00,5114.00,353.00,352.00,41.00,1429.00,519.00,8298.00,930.00,16295.00,9365.00,31427.00
Linn,9.40,2020.00,43289.00,44228.00,49193.00,27782.00,227854.00,197384.00,693.00,12595.00,790.00,429.00,236.00,5114.00,353.00,352.00,41.00,1429.00,519.00,8298.00,930.00,16295.00,9365.00,31427.00
Louisa,9.10,2016.00,2127.00,1934.00,2890.00,1320.00,11219.00,9739.00,172.00,134.00,28.00,26.00,22.00,389.00,89.00,0.00,16.00,612.00,167.00,225.00,115.00,556.00,595.00,1909.00
Louisa,9.10,2017.00,2127.00,1934.00,2890.00,1320.00,11203.00,9739.00,172.00,134.00,28.00,26.00,22.00,389.00,89.00,0.00,16.00,612.00,167.00,225.00,115.00,556.00,595.00,1909.00
Louisa,9.10,2018.00,2127.00,1934.00,2890.00,1320.00,11135.00,9739.00,172.00,134.00,28.00,26.00,22.00,389.00,89.00,0.00,16.00,612.00,167.00,225.00,115.00,556.00,595.00,1909.00
Louisa,9.10,2019.00,2127.00,1934.00,2890.00,1320.00,11059.00,9739.00,172.00,134.00,28.00,26.00,22.00,389.00,89.00,0.00,16.00,612.00,167.00,225.00,115.00,556.00,595.00,1909.00
Louisa,9.10,2020.00,2127.00,1934.00,2890.00,1320.00,11011.00,9739.00,172.00,134.00,28.00,26.00,22.00,389.00,89.00,0.00,16.00,612.00,167.00,225.00,115.00,556.00,595.00,1909.00
Lucas,14.40,2016.00,1795.00,1285.00,2424.00,840.00,8565.00,8398.00,69.00,24.00,28.00,4.00,6.00,0.00,14.00,0.00,14.00,23.00,36.00,107.00,61.00,384.00,598.00,1558.00
Lucas,14.40,2017.00,1795.00,1285.00,2424.00,840.00,8537.00,8398.00,69.00,24.00,28.00,4.00,6.00,0.00,14.00,0.00,14.00,23.00,36.00,107.00,61.00,384.00,598.00,1558.00
Lucas,14.40,2018.00,1795.00,1285.00,2424.00,840.00,8590.00,8398.00,69.00,24.00,28.00,4.00,6.00,0.00,14.00,0.00,14.00,23.00,36.00,107.00,61.00,384.00,598.00,1558.00
Lucas,14.40,2019.00,1795.00,1285.00,2424.00,840.00,8561.00,8398.00,69.00,24.00,28.00,4.00,6.00,0.00,14.00,0.00,14.00,23.00,36.00,107.00,61.00,384.00,598.00,1558.00
Lucas,14.40,2020.00,1795.00,1285.00,2424.00,840.00,8518.00,8398.00,69.00,24.00,28.00,4.00,6.00,0.00,14.00,0.00,14.00,23.00,36.00,107.00,61.00,384.00,598.00,1558.00
Lyon,4.70,2016.00,2027.00,2119.00,2882.00,1042.00,11800.00,11340.00,59.00,12.00,11.00,40.00,27.00,47.00,12.00,33.00,27.00,124.00,54.00,204.00,67.00,533.00,559.00,2272.00
Lyon,4.70,2017.00,2027.00,2119.00,2882.00,1042.00,11791.00,11340.00,59.00,12.00,11.00,40.00,27.00,47.00,12.00,33.00,27.00,124.00,54.00,204.00,67.00,533.00,559.00,2272.00
Lyon,4.70,2018.00,2027.00,2119.00,2882.00,1042.00,11849.00,11340.00,59.00,12.00,11.00,40.00,27.00,47.00,12.00,33.00,27.00,124.00,54.00,204.00,67.00,533.00,559.00,2272.00
Lyon,4.70,2019.00,2027.00,2119.00,2882.00,1042.00,11806.00,11340.00,59.00,12.00,11.00,40.00,27.00,47.00,12.00,33.00,27.00,124.00,54.00,204.00,67.00,533.00,559.00,2272.00
Lyon,4.70,2020.00,2027.00,2119.00,2882.00,1042.00,11756.00,11340.00,59.00,12.00,11.00,40.00,27.00,47.00,12.00,33.00,27.00,124.00,54.00,204.00,67.00,533.00,559.00,2272.00
Madison,5.80,2016.00,3407.00,2962.00,3883.00,1506.00,15800.00,15656.00,46.00,90.00,52.00,35.00,43.00,157.00,68.00,0.00,16.00,7.00,12.00,203.00,93.00,1424.00,728.00,2777.00
Madison,5.80,2017.00,3407.00,2962.00,3883.00,1506.00,16005.00,15656.00,46.00,90.00,52.00,35.00,43.00,157.00,68.00,0.00,16.00,7.00,12.00,203.00,93.00,1424.00,728.00,2777.00
Madison,5.80,2018.00,3407.00,2962.00,3883.00,1506.00,16140.00,15656.00,46.00,90.00,52.00,35.00,43.00,157.00,68.00,0.00,16.00,7.00,12.00,203.00,93.00,1424.00,728.00,2777.00
Madison,5.80,2019.00,3407.00,2962.00,3883.00,1506.00,16273.00,15656.00,46.00,90.00,52.00,35.00,43.00,157.00,68.00,0.00,16.00,7.00,12.00,203.00,93.00,1424.00,728.00,2777.00
Madison,5.80,2020.00,3407.00,2962.00,3883.00,1506.00,16521.00,15656.00,46.00,90.00,52.00,35.00,43.00,157.00,68.00,0.00,16.00,7.00,12.00,203.00,93.00,1424.00,728.00,2777.00
Mahaska,12.70,2016.00,4112.00,3883.00,5561.00,2256.00,22325.00,21069.00,93.00,356.00,95.00,28.00,24.00,287.00,84.00,50.00,66.00,126.00,94.00,435.00,104.00,803.00,1382.00,3724.00
Mahaska,12.70,2017.00,4112.00,3883.00,5561.00,2256.00,22422.00,21069.00,93.00,356.00,95.00,28.00,24.00,287.00,84.00,50.00,66.00,126.00,94.00,435.00,104.00,803.00,1382.00,3724.00
Mahaska,12.70,2018.00,4112.00,3883.00,5561.00,2256.00,22203.00,21069.00,93.00,356.00,95.00,28.00,24.00,287.00,84.00,50.00,66.00,126.00,94.00,435.00,104.00,803.00,1382.00,3724.00
Mahaska,12.70,2019.00,4112.00,3883.00,5561.00,2256.00,22429.00,21069.00,93.00,356.00,95.00,28.00,24.00,287.00,84.00,50.00,66.00,126.00,94.00,435.00,104.00,803.00,1382.00,3724.00
Mahaska,12.70,2020.00,4112.00,3883.00,5561.00,2256.00,22370.00,21069.00,93.00,356.00,95.00,28.00,24.00,287.00,84.00,50.00,66.00,126.00,94.00,435.00,104.00,803.00,1382.00,3724.00
Marion,7.30,2016.00,6298.00,5736.00,8239.00,3509.00,33157.00,31719.00,140.00,350.00,75.00,59.00,22.00,343.00,97.00,11.00,18.00,127.00,92.00,584.00,153.00,2022.00,1544.00,5765.00
Marion,7.30,2017.00,6298.00,5736.00,8239.00,3509.00,33107.00,31719.00,140.00,350.00,75.00,59.00,22.00,343.00,97.00,11.00,18.00,127.00,92.00,584.00,153.00,2022.00,1544.00,5765.00
Marion,7.30,2018.00,6298.00,5736.00,8239.00,3509.00,33251.00,31719.00,140.00,350.00,75.00,59.00,22.00,343.00,97.00,11.00,18.00,127.00,92.00,584.00,153.00,2022.00,1544.00,5765.00
Marion,7.30,2019.00,6298.00,5736.00,8239.00,3509.00,33280.00,31719.00,140.00,350.00,75.00,59.00,22.00,343.00,97.00,11.00,18.00,127.00,92.00,584.00,153.00,2022.00,1544.00,5765.00
Marion,7.30,2020.00,6298.00,5736.00,8239.00,3509.00,33168.00,31719.00,140.00,350.00,75.00,59.00,22.00,343.00,97.00,11.00,18.00,127.00,92.00,584.00,153.00,2022.00,1544.00,5765.00
Marshall,11.60,2016.00,7423.00,6907.00,9764.00,4279.00,40122.00,33619.00,741.00,482.00,198.00,87.00,71.00,1475.00,88.00,15.00,21.00,2437.00,725.00,1689.00,529.00,1648.00,2136.00,6229.00
Marshall,11.60,2017.00,7423.00,6907.00,9764.00,4279.00,40051.00,33619.00,741.00,482.00,198.00,87.00,71.00,1475.00,88.00,15.00,21.00,2437.00,725.00,1689.00,529.00,1648.00,2136.00,6229.00
Marshall,11.60,2018.00,7423.00,6907.00,9764.00,4279.00,39879.00,33619.00,741.00,482.00,198.00,87.00,71.00,1475.00,88.00,15.00,21.00,2437.00,725.00,1689.00,529.00,1648.00,2136.00,6229.00
Marshall,11.60,2019.00,7423.00,6907.00,9764.00,4279.00,39472.00,33619.00,741.00,482.00,198.00,87.00,71.00,1475.00,88.00,15.00,21.00,2437.00,725.00,1689.00,529.00,1648.00,2136.00,6229.00
Marshall,11.60,2020.00,7423.00,6907.00,9764.00,4279.00,39495.00,33619.00,741.00,482.00,198.00,87.00,71.00,1475.00,88.00,15.00,21.00,2437.00,725.00,1689.00,529.00,1648.00,2136.00,6229.00
Mills,6.90,2016.00,3161.00,2601.00,3956.00,1278.00,15041.00,14483.00,79.00,72.00,53.00,86.00,52.00,58.00,20.00,0.00,16.00,101.00,64.00,223.00,52.00,1069.00,495.00,2111.00
Mills,6.90,2017.00,3161.00,2601.00,3956.00,1278.00,15060.00,14483.00,79.00,72.00,53.00,86.00,52.00,58.00,20.00,0.00,16.00,101.00,64.00,223.00,52.00,1069.00,495.00,2111.00
Mills,6.90,2018.00,3161.00,2601.00,3956.00,1278.00,15122.00,14483.00,79.00,72.00,53.00,86.00,52.00,58.00,20.00,0.00,16.00,101.00,64.00,223.00,52.00,1069.00,495.00,2111.00
Mills,6.90,2019.00,3161.00,2601.00,3956.00,1278.00,15124.00,14483.00,79.00,72.00,53.00,86.00,52.00,58.00,20.00,0.00,16.00,101.00,64.00,223.00,52.00,1069.00,495.00,2111.00
Mills,6.90,2020.00,3161.00,2601.00,3956.00,1278.00,14766.00,14483.00,79.00,72.00,53.00,86.00,52.00,58.00,20.00,0.00,16.00,101.00,64.00,223.00,52.00,1069.00,495.00,2111.00
Mitchell,6.70,2016.00,1998.00,1616.00,3058.00,1125.00,10650.00,10362.00,26.00,47.00,32.00,28.00,28.00,44.00,23.00,0.00,16.00,22.00,20.00,85.00,46.00,577.00,545.00,1826.00
Mitchell,6.70,2017.00,1998.00,1616.00,3058.00,1125.00,10544.00,10362.00,26.00,47.00,32.00,28.00,28.00,44.00,23.00,0.00,16.00,22.00,20.00,85.00,46.00,577.00,545.00,1826.00
Mitchell,6.70,2018.00,1998.00,1616.00,3058.00,1125.00,10536.00,10362.00,26.00,47.00,32.00,28.00,28.00,44.00,23.00,0.00,16.00,22.00,20.00,85.00,46.00,577.00,545.00,1826.00
Mitchell,6.70,2019.00,1998.00,1616.00,3058.00,1125.00,10565.00,10362.00,26.00,47.00,32.00,28.00,28.00,44.00,23.00,0.00,16.00,22.00,20.00,85.00,46.00,577.00,545.00,1826.00
Mitchell,6.70,2020.00,1998.00,1616.00,3058.00,1125.00,10647.00,10362.00,26.00,47.00,32.00,28.00,28.00,44.00,23.00,0.00,16.00,22.00,20.00,85.00,46.00,577.00,545.00,1826.00
Monona,12.80,2016.00,1654.00,1307.00,2869.00,871.00,8779.00,8314.00,21.00,28.00,36.00,111.00,88.00,0.00,14.00,36.00,55.00,5.00,7.00,181.00,89.00,445.00,500.00,1450.00
Monona,12.80,2017.00,1654.00,1307.00,2869.00,871.00,8721.00,8314.00,21.00,28.00,36.00,111.00,88.00,0.00,14.00,36.00,55.00,5.00,7.00,181.00,89.00,445.00,500.00,1450.00
Monona,12.80,2018.00,1654.00,1307.00,2869.00,871.00,8649.00,8314.00,21.00,28.00,36.00,111.00,88.00,0.00,14.00,36.00,55.00,5.00,7.00,181.00,89.00,445.00,500.00,1450.00
Monona,12.80,2019.00,1654.00,1307.00,2869.00,871.00,8626.00,8314.00,21.00,28.00,36.00,111.00,88.00,0.00,14.00,36.00,55.00,5.00,7.00,181.00,89.00,445.00,500.00,1450.00
Monona,12.80,2020.00,1654.00,1307.00,2869.00,871.00,8598.00,8314.00,21.00,28.00,36.00,111.00,88.00,0.00,14.00,36.00,55.00,5.00,7.00,181.00,89.00,445.00,500.00,1450.00
Monroe,13.20,2016.00,1615.00,1253.00,2082.00,772.00,7835.00,7476.00,98.00,2.00,4.00,0.00,14.00,22.00,31.00,0.00,14.00,1.00,2.00,260.00,87.00,256.00,292.00,1449.00
Monroe,13.20,2017.00,1615.00,1253.00,2082.00,772.00,7782.00,7476.00,98.00,2.00,4.00,0.00,14.00,22.00,31.00,0.00,14.00,1.00,2.00,260.00,87.00,256.00,292.00,1449.00
Monroe,13.20,2018.00,1615.00,1253.00,2082.00,772.00,7738.00,7476.00,98.00,2.00,4.00,0.00,14.00,22.00,31.00,0.00,14.00,1.00,2.00,260.00,87.00,256.00,292.00,1449.00
Monroe,13.20,2019.00,1615.00,1253.00,2082.00,772.00,7681.00,7476.00,98.00,2.00,4.00,0.00,14.00,22.00,31.00,0.00,14.00,1.00,2.00,260.00,87.00,256.00,292.00,1449.00
Monroe,13.20,2020.00,1615.00,1253.00,2082.00,772.00,7770.00,7476.00,98.00,2.00,4.00,0.00,14.00,22.00,31.00,0.00,14.00,1.00,2.00,260.00,87.00,256.00,292.00,1449.00
Montgomery,12.50,2016.00,1976.00,1478.00,3008.00,949.00,10135.00,9615.00,105.00,15.00,27.00,116.00,104.00,9.00,15.00,0.00,16.00,29.00,37.00,232.00,62.00,345.00,739.00,1753.00
Montgomery,12.50,2017.00,1976.00,1478.00,3008.00,949.00,10119.00,9615.00,105.00,15.00,27.00,116.00,104.00,9.00,15.00,0.00,16.00,29.00,37.00,232.00,62.00,345.00,739.00,1753.00
Montgomery,12.50,2018.00,1976.00,1478.00,3008.00,949.00,9976.00,9615.00,105.00,15.00,27.00,116.00,104.00,9.00,15.00,0.00,16.00,29.00,37.00,232.00,62.00,345.00,739.00,1753.00
Montgomery,12.50,2019.00,1976.00,1478.00,3008.00,949.00,9917.00,9615.00,105.00,15.00,27.00,116.00,104.00,9.00,15.00,0.00,16.00,29.00,37.00,232.00,62.00,345.00,739.00,1753.00
Montgomery,12.50,2020.00,1976.00,1478.00,3008.00,949.00,9935.00,9615.00,105.00,15.00,27.00,116.00,104.00,9.00,15.00,0.00,16.00,29.00,37.00,232.00,62.00,345.00,739.00,1753.00
Muscatine,9.60,2016.00,8066.00,7750.00,10002.00,4603.00,42942.00,37967.00,425.00,1011.00,149.00,109.00,90.00,379.00,65.00,12.00,23.00,1576.00,364.00,1649.00,316.00,2161.00,2616.00,6338.00
Muscatine,9.60,2017.00,8066.00,7750.00,10002.00,4603.00,42825.00,37967.00,425.00,1011.00,149.00,109.00,90.00,379.00,65.00,12.00,23.00,1576.00,364.00,1649.00,316.00,2161.00,2616.00,6338.00
Muscatine,9.60,2018.00,8066.00,7750.00,10002.00,4603.00,42784.00,37967.00,425.00,1011.00,149.00,109.00,90.00,379.00,65.00,12.00,23.00,1576.00,364.00,1649.00,316.00,2161.00,2616.00,6338.00
Muscatine,9.60,2019.00,8066.00,7750.00,10002.00,4603.00,42571.00,37967.00,425.00,1011.00,149.00,109.00,90.00,379.00,65.00,12.00,23.00,1576.00,364.00,1649.00,316.00,2161.00,2616.00,6338.00
Muscatine,9.60,2020.00,8066.00,7750.00,10002.00,4603.00,42394.00,37967.00,425.00,1011.00,149.00,109.00,90.00,379.00,65.00,12.00,23.00,1576.00,364.00,1649.00,316.00,2161.00,2616.00,6338.00
O'Brien,11.10,2016.00,2575.00,2310.00,3851.00,1390.00,13921.00,13034.00,147.00,245.00,53.00,29.00,27.00,114.00,16.00,4.00,7.00,167.00,100.00,203.00,97.00,618.00,661.00,2334.00
O'Brien,11.10,2017.00,2575.00,2310.00,3851.00,1390.00,13777.00,13034.00,147.00,245.00,53.00,29.00,27.00,114.00,16.00,4.00,7.00,167.00,100.00,203.00,97.00,618.00,661.00,2334.00
O'Brien,11.10,2018.00,2575.00,2310.00,3851.00,1390.00,13806.00,13034.00,147.00,245.00,53.00,29.00,27.00,114.00,16.00,4.00,7.00,167.00,100.00,203.00,97.00,618.00,661.00,2334.00
O'Brien,11.10,2019.00,2575.00,2310.00,3851.00,1390.00,13796.00,13034.00,147.00,245.00,53.00,29.00,27.00,114.00,16.00,4.00,7.00,167.00,100.00,203.00,97.00,618.00,661.00,2334.00
O'Brien,11.10,2020.00,2575.00,2310.00,3851.00,1390.00,13679.00,13034.00,147.00,245.00,53.00,29.00,27.00,114.00,16.00,4.00,7.00,167.00,100.00,203.00,97.00,618.00,661.00,2334.00
Osceola,12.20,2016.00,1145.00,932.00,1842.00,556.00,6089.00,5608.00,83.00,55.00,27.00,13.00,11.00,26.00,22.00,3.00,4.00,96.00,67.00,215.00,80.00,242.00,352.00,1047.00
Osceola,12.20,2017.00,1145.00,932.00,1842.00,556.00,6024.00,5608.00,83.00,55.00,27.00,13.00,11.00,26.00,22.00,3.00,4.00,96.00,67.00,215.00,80.00,242.00,352.00,1047.00
Osceola,12.20,2018.00,1145.00,932.00,1842.00,556.00,6020.00,5608.00,83.00,55.00,27.00,13.00,11.00,26.00,22.00,3.00,4.00,96.00,67.00,215.00,80.00,242.00,352.00,1047.00
Osceola,12.20,2019.00,1145.00,932.00,1842.00,556.00,5961.00,5608.00,83.00,55.00,27.00,13.00,11.00,26.00,22.00,3.00,4.00,96.00,67.00,215.00,80.00,242.00,352.00,1047.00
Osceola,12.20,2020.00,1145.00,932.00,1842.00,556.00,5987.00,5608.00,83.00,55.00,27.00,13.00,11.00,26.00,22.00,3.00,4.00,96.00,67.00,215.00,80.00,242.00,352.00,1047.00
Page,12.40,2016.00,2881.00,2756.00,4581.00,1631.00,15343.00,14189.00,99.00,340.00,107.00,52.00,31.00,160.00,19.00,26.00,30.00,51.00,68.00,387.00,116.00,503.00,966.00,2412.00
Page,12.40,2017.00,2881.00,2756.00,4581.00,1631.00,15253.00,14189.00,99.00,340.00,107.00,52.00,31.00,160.00,19.00,26.00,30.00,51.00,68.00,387.00,116.00,503.00,966.00,2412.00
Page,12.40,2018.00,2881.00,2756.00,4581.00,1631.00,15227.00,14189.00,99.00,340.00,107.00,52.00,31.00,160.00,19.00,26.00,30.00,51.00,68.00,387.00,116.00,503.00,966.00,2412.00
Page,12.40,2019.00,2881.00,2756.00,4581.00,1631.00,15129.00,14189.00,99.00,340.00,107.00,52.00,31.00,160.00,19.00,26.00,30.00,51.00,68.00,387.00,116.00,503.00,966.00,2412.00
Page,12.40,2020.00,2881.00,2756.00,4581.00,1631.00,15073.00,14189.00,99.00,340.00,107.00,52.00,31.00,160.00,19.00,26.00,30.00,51.00,68.00,387.00,116.00,503.00,966.00,2412.00
Palo Alto,5.70,2016.00,1674.00,1528.00,2518.00,819.00,9032.00,8439.00,105.00,134.00,75.00,32.00,42.00,13.00,14.00,0.00,14.00,31.00,29.00,292.00,116.00,349.00,371.00,1458.00
Palo Alto,5.70,2017.00,1674.00,1528.00,2518.00,819.00,9045.00,8439.00,105.00,134.00,75.00,32.00,42.00,13.00,14.00,0.00,14.00,31.00,29.00,292.00,116.00,349.00,371.00,1458.00
Palo Alto,5.70,2018.00,1674.00,1528.00,2518.00,819.00,8910.00,8439.00,105.00,134.00,75.00,32.00,42.00,13.00,14.00,0.00,14.00,31.00,29.00,292.00,116.00,349.00,371.00,1458.00
Palo Alto,5.70,2019.00,1674.00,1528.00,2518.00,819.00,8873.00,8439.00,105.00,134.00,75.00,32.00,42.00,13.00,14.00,0.00,14.00,31.00,29.00,292.00,116.00,349.00,371.00,1458.00
